,classs,displayid,dps,flags2,id,level,name,reqlevel,slot,slotbak,speed,subclass,firstseenpatch,popularity,contentPhase,side,reqclass,armor,commondrop,reqrace
256,2,23909,38.10,8192,13286,58,5Rivenspike,53,13,13,2.90,0, 0,672,1,,,,,
257,2,28810,15.21,8192,12990,23,5Razor's Edge,18,13,13,2.40,0, 0,658,1,,,,,
258,2,19405,24.83,8192,934,37,5Stalvan's Reaper,32,13,13,2.90,0, 0,656,1,,,,,
259,2,16126,24.07,8192,7941,42,6Heavy Mithril Axe,37,21,21,2.70,0, 0,623,1,,,,,
260,2,8466,16.18,8192,1292,25,5Butcher's Cleaver,20,13,13,1.70,0, 0,601,1,,,,,
261,2,9118,15.00,8192,2807,23,5Guillotine Axe,18,21,21,2.70,0, 0,565,1,,,,,
262,2,31869,51.52,8192,19362,70,4Doom's Edge,60,13,13,2.30,0, 0,554,3,,,,,
263,2,25598,33.33,8192,9478,50,5Ripsaw,45,21,21,2.70,0, 0,547,1,,,,,
264,2,19841,37.08,8192,10837,56,5Tooth of Eranikus,51,21,21,2.40,0, 0,539,1,,,,,
265,2,18403,19.06,8192,9485,30,5Vibroblade,25,13,13,1.60,0, 0,531,1,,,,,
266,2,8457,17.12,8192,1454,27,5Axe of the Enforcer,22,13,13,2.60,0, 0,529,1,,,,,
267,2,31870,62.83,8192,19363,81,4Crul'shorukh-Edge of Chaos,60,13,13,2.30,0, 0,512,3,,,,,
268,2,15938,18.91,8192,7786,30,5Headsplitter,25,13,13,2.30,0, 0,492,1,,,,,
269,2,23276,42.71,8192,17016,65,5Dark Iron Destroyer,60,21,21,2.40,0, 0,414,1,,,,,
270,2,25594,35.00,8192,13014,53,5Axe of Rin'ji,48,13,13,1.90,0, 0,399,1,,,,,
271,2,8456,18.95,8192,2878,30,5Bearded Boneaxe,25,21,21,1.90,0, 0,388,1,,,,,
272,2,8466,23.00,8192,10772,41,6Glutton's Cleaver,36,13,13,2.00,0, 0,339,1,,,,,
273,2,8467,30.26,8192,2815,45,5Curve-bladed Ripper,40,21,21,1.90,0, 0,318,1,,,,,
274,2,26535,39.35,8192,15853,60,5Windreaper,57,13,13,2.30,0, 0,308,1,,,,,
275,2,26535,42.71,8192,19921,65,5Zulian Hacker,60,13,13,2.40,0, 0,291,4,,,,,
276,2,21952,35.19,8192,12527,53,5Ribsplitter,48,21,21,2.70,0, 0,291,1,,,,,
277,2,18377,30.28,8192,9465,45,5Digmaster 5000,40,13,13,1.80,0, 0,291,1,,,,,
278,2,18391,32.14,8192,10623,48,5Winter's Bite,43,21,21,2.10,0, 0,288,1,,,,,
279,2,18257,25.71,8192,9378,38,5Shovelphlange's Mining Axe,33,13,13,2.80,0, 0,284,1,,,,,
280,2,25595,16.00,8192,1481,25,5Grimclaw,20,13,13,2.00,0, 0,274,1,,,,,
281,2,24119,37.50,8192,13408,57,5Soul Breaker,52,21,21,1.60,0, 0,237,1,,,,,
282,2,19130,30.42,8192,9684,51,6Force of the Hippogryph,40,21,21,2.40,0, 0,235,1,2,,,,
283,2,28782,40.75,8192,13952,62,5Iceblade Hacker,57,21,21,2.00,0, 0,232,1,,,,,
284,2,31611,42.59,8192,19103,65,5Frostbite,60,13,13,2.70,0, 0,228,3,,,,,
285,2,19135,7.78,8192,6966,15,6Elunite Axe,10,21,21,2.70,0, 0,222,1,1,1,,,
286,2,28679,37.05,8192,11920,56,5Wraith Scythe,51,21,21,2.20,0, 0,220,1,,,,,
287,2,19220,18.13,8192,2044,35,6Crescent of Forlorn Spirits,22,21,21,1.60,0, 0,197,1,1,,,,
288,2,22885,38.93,8192,12621,59,5Demonfork,54,21,21,2.80,0, 0,194,1,,,,,
289,2,33727,51.43,8192,21392,70,4Sickle of Unyielding Strength,60,13,13,2.10,0, 0,185,5,,1,,,
290,2,35258,65.38,8192,22816,83,4Hatchet of Sundered Bone,60,13,13,2.60,0, 0,181,6,,,,,
291,2,5640,22.14,8192,15234,40,6Greater Scythe,35,21,21,2.80,0, 0,179,1,,,,,
292,2,19126,18.13,8192,6738,35,6Bleeding Crescent,28,21,21,2.40,0, 0,172,1,2,,,,
293,2,34178,60.58,8192,21242,79,4Blessed Qiraji War Axe,60,13,13,2.60,0, 0,169,5,,,,,
294,2,28765,36.46,8192,11702,55,5Grizzle's Skinner,50,21,21,2.40,0, 0,151,1,,,,,
295,2,19130,30.26,8192,10744,51,6Axe of the Ebon Drake,40,21,21,1.90,0, 0,145,1,,,,,
296,2,5639,25.83,8192,7942,44,6Blue Glittering Axe,39,13,13,1.80,0, 0,136,1,,,,,
297,2,14039,6.67,8192,1819,22,8Gouging Pick,17,21,21,1.80,0, 0,120,1,,,,true,
298,2,19132,7.78,8192,7326,15,6Thun'grim's Axe,10,21,21,2.70,0, 0,120,1,2,1,,,
299,2,8496,8.60,8192,3489,17,6Thick War Axe,12,21,21,2.50,0, 0,118,1,,,,,
300,2,22478,10.65,8192,4568,21,6Grunt Axe,16,13,13,2.30,0, 0,113,1,,,,true,
301,2,19396,13.40,8192,5426,20,5Serpent's Kiss,15,13,13,2.50,0, 0,108,1,,,,,
302,2,19401,11.60,8192,790,23,6Forester's Axe,18,21,21,2.50,0, 0,102,1,,,,true,
303,2,33128,40.80,8192,20675,62,5Soulrender,57,13,13,2.50,0, 0,98,4,,,,,
304,2,19213,19.63,8192,863,37,6Gloom Reaper,32,13,13,2.70,0, 0,98,1,,,,,
305,2,19133,7.78,8192,6978,15,6Umbral Axe,10,21,21,2.70,0, 0,93,1,1,1,,,
306,2,19404,16.58,8192,6194,32,6Barreling Reaper,23,21,21,1.90,0, 0,89,1,1,,,,
307,2,34718,49.75,8192,19852,68,4Ancient Hakkari Manslayer,60,13,13,2.00,0, 0,85,4,,,,,
308,2,33727,51.46,8192,21401,70,4Scythe of the Unseen Path,60,13,13,2.40,0, 0,83,5,,4,,,
309,2,28539,12.73,8192,15230,25,6Ridge Cleaver,20,21,21,2.20,0, 0,80,1,,,,true,
310,2,31957,59.48,8192,18828,78,4High Warlord's Cleaver,60,13,13,2.90,0, 0,79,2,,,,,
311,2,19129,27.22,8192,1994,46,6Ebonclaw Reaver,41,13,13,1.80,0, 0,78,1,,,,,
312,2,28873,16.14,8192,17046,31,6Gutterblade,18,13,13,2.20,0, 0,77,1,1,,,,
313,2,19134,7.50,8192,2073,15,6Dwarven Hatchet,10,21,21,2.00,0, 0,77,1,,,,,
314,2,19400,17.73,8192,2080,34,6Hillborne Axe,29,13,13,2.20,0, 0,74,1,,,,,
315,2,19217,17.68,8192,4126,34,6Guerrilla Cleaver,30,21,21,2.80,0, 0,74,1,1,,,,
316,2,19299,5.83,8192,4561,11,6Scalping Tomahawk,6,21,21,1.80,0, 0,72,1,,,,,
317,2,28525,21.43,8192,15233,39,6Savage Axe,34,21,21,2.80,0, 0,69,1,,,,,
318,2,28469,16.11,8192,15231,31,6Splitting Hatchet,26,13,13,1.80,0, 0,68,1,,,,,
319,2,8461,15.00,8192,4825,29,6Callous Axe,24,13,13,2.80,0, 0,64,1,,,,,
320,2,14035,3.95,8192,2845,9,7Copper Axe,4,21,21,1.90,0, 0,64,1,,,,,
321,2,8459,13.82,8192,4824,27,6Blurred Axe,22,21,21,1.70,0, 0,63,1,,,,,
322,2,33171,37.04,8192,20723,62,6Brann's Trusty Pick,58,21,21,2.70,0, 0,62,4,,,,,
323,2,28542,17.11,8192,15232,33,6Hacking Cleaver,28,13,13,1.90,0, 0,62,1,,,,,
324,2,19274,7.78,8192,6979,15,6Haggard's Axe,10,21,21,2.70,0, 0,61,1,1,1,,,
325,2,29759,20.48,8192,17704,38,6Edge of Winter,33,21,21,2.10,0, 0,55,1,,,,,
326,2,30834,39.47,8192,18498,60,5Hedgecutter,55,13,13,1.90,0, 0,54,2,,,,,
327,2,31956,59.48,8192,18827,78,4Grand Marshal's Handaxe,60,13,13,2.90,0, 0,53,2,,,,,
328,2,26545,32.05,8192,15862,54,6Blitzcleaver,50,13,13,2.20,0, 0,52,1,,,,,
329,2,19214,10.56,8192,4949,21,6Orcish Cleaver,16,21,21,1.80,0, 0,49,1,,,,,
330,2,19228,16.67,8192,3755,32,6Fish Gutter,25,21,21,2.10,0, 0,47,1,1,,,,
331,2,28566,30.91,8192,15236,52,6Moon Cleaver,47,13,13,2.20,0, 0,42,1,,,,,
332,2,19224,13.25,8192,4826,26,6Marauder Axe,21,21,21,2.00,0, 0,42,1,,,,,
333,2,14036,12.38,8192,885,24,6Black Metal Axe,19,21,21,2.10,0, 0,42,1,,,,,
334,2,28341,28.57,8192,15235,48,6Crescent Edge,43,13,13,2.10,0, 0,40,1,,,,,
335,2,28834,36.46,8192,17002,61,6Ichor Spitter,56,13,13,2.40,0, 0,39,1,2,,,,
336,2,28338,32.69,8192,15237,55,6Corpse Harvester,50,13,13,2.60,0, 0,39,1,,,,,
337,2,28523,36.50,8192,15239,61,6Felstone Reaver,56,13,13,2.00,0, 0,38,1,,,,,
338,2,19127,32.05,8192,10805,54,6Eater of the Dead,49,21,21,2.20,0, 0,36,1,,,,,
339,2,19929,10.48,8192,2849,23,7Bronze Axe,18,21,21,2.10,0, 0,33,1,,,,,
340,2,19276,7.88,8192,1927,15,6Deadmines Cleaver,10,21,21,2.60,0, 0,33,1,,,,,
341,2,8485,17.12,8192,2522,35,7Crescent Axe,30,21,21,2.60,0, 0,29,1,,,,,
342,2,6259,2.71,8192,778,7,7Kobold Excavation Pick,2,21,21,2.40,0, 0,28,1,,,,,
343,2,28504,38.26,8192,15240,64,6Demon's Claw,59,13,13,2.30,0, 0,27,1,,,,,
344,2,22106,11.00,8192,927,24,7Double Axe,19,13,13,2.50,0, 0,27,1,,,,,
345,2,19398,11.52,8192,4445,23,6Flesh Carver,18,21,21,2.30,0, 0,26,1,,,,,
346,2,18340,9.05,8192,3154,18,6Thelsamar Axe,13,21,21,2.10,0, 0,26,1,1,,,,
347,2,23234,32.63,8192,12773,55,6Ornate Thorium Handaxe,50,21,21,1.90,0, 0,25,1,,,,,
348,2,22105,25.87,8192,2530,46,7Francisca,41,21,21,2.30,0, 0,25,1,,,,,
349,2,8482,8.33,8192,1827,27,8Meat Cleaver,22,21,21,2.40,0, 0,23,1,,,,true,
350,2,8470,3.75,8192,2260,9,7Frostmane Hand Axe,4,21,21,2.00,0, 0,23,1,,,,,
351,2,19136,12.41,8192,1459,24,6Shadowhide Scalper,19,21,21,2.90,0, 0,21,1,,,,,
352,2,19204,7.78,8192,7115,15,6Heirloom Axe,10,21,21,2.70,0, 0,21,1,2,1,,,
353,2,7965,6.96,8192,5459,13,6Defender Axe,4,21,21,2.30,0, 0,21,1,1,,10,,
354,2,8488,3.82,8192,2490,9,7Tomahawk,4,13,13,1.70,0, 0,21,1,,,,,
355,2,8480,12.27,8192,3785,38,8Keen Axe,33,21,21,2.20,0, 0,20,1,,,,true,
356,2,23243,33.91,8192,12779,57,6Rune Edge,52,21,21,2.30,0, 0,19,1,,,,,
357,2,19297,6.82,8192,2265,13,6Stonesplinter Axe,8,21,21,2.20,0, 0,19,1,,,,,
358,2,22101,1.50,8192,2134,4,7Hand Axe,,13,13,2.00,0, 0,19,1,,,,,
359,2,28459,34.57,8192,15238,58,6Warlord's Axe,53,13,13,2.30,0, 0,17,1,,,,,
360,2,8478,20.00,8192,13818,56,8Jagged Axe,51,21,21,1.90,0, 0,17,1,,,,true,
361,2,8472,7.80,8192,5255,15,6Quilboar Tomahawk,10,21,21,2.50,0, 0,17,1,,,,,
362,2,19271,7.86,8192,826,15,6Brutish Riverpaw Axe,10,21,21,2.80,0, 0,17,1,,,,,
363,2,8485,7.11,8192,5344,14,6Pointed Axe,9,21,21,1.90,0, 0,17,1,2,,,,
364,2,19209,5.29,8192,3071,12,7Striking Hatchet,5,21,21,1.70,0, 0,17,1,2,,,,
365,2,19297,6.00,8192,2281,11,6Rodentia Flint Axe,6,21,21,2.00,0, 0,17,1,,,,,
366,2,14029,1.00,8192,37,2,7Worn Axe,,21,21,2.00,0, 0,17,1,,,,,
367,2,19281,1.14,8192,3293,3,7Deadman Cleaver,,21,21,2.20,0, 0,16,1,,,,,
368,2,8478,17.17,8192,4019,48,8Heavy Flint Axe,43,21,21,2.30,0, 0,13,1,,,,true,
369,2,5012,3.85,8192,768,9,7Lumberjack Axe,4,21,21,2.60,0, 0,13,1,,,,,
370,2,8495,5.63,8192,1816,19,8Unbalanced Axe,14,21,21,2.40,0, 0,12,1,,,,true,
371,2,30699,36.32,8192,18347,61,6Well Balanced Axe,56,13,13,1.90,0, 0,10,2,,,,,
372,2,8495,4.41,8192,3443,10,7Ceremonial Tomahawk,4,21,21,1.70,0, 0,10,1,2,,,,
373,2,19203,3.25,8192,2066,8,7Skull Hatchet,3,21,21,2.00,0, 0,10,1,,,,,
374,2,8498,2.05,8192,4923,5,7Primitive Hatchet,2,21,21,2.20,0, 0,10,1,2,,,,
375,2,22102,7.20,8192,853,16,7Hatchet,11,13,13,2.50,0, 0,9,1,,,,,
376,2,8490,4.44,8192,4965,10,7Bloodhoof Hand Axe,,21,21,2.70,0, 0,9,1,,,,,
377,2,19299,1.50,8192,2054,4,7Trogg Hand Axe,,21,21,2.00,0, 0,8,1,,,,,
378,2,8495,2.14,8192,1383,5,7Stone Tomahawk,1,21,21,2.10,0, 0,7,1,2,,,,
379,2,8473,1.75,8192,2047,5,7Anvilmar Hand Axe,1,21,21,2.00,0, 0,7,1,1,,,,
380,2,8498,4.29,8192,1516,14,8Worn Hatchet,9,21,21,2.10,0, 0,6,1,,,,true,
381,2,8495,2.86,8192,1416,9,8Rusty Hatchet,4,21,21,2.10,0, 0,6,1,,,,true,
382,2,19273,3.27,8192,1011,8,7Sharp Axe,2,21,21,2.60,0, 0,6,1,1,,,,
383,2,19281,9.09,8192,2029,20,7Cleaver,15,13,13,2.20,0, 0,5,1,,,,,
384,2,19299,3.33,8192,2498,8,7Small Tomahawk,3,13,13,1.80,0, 0,4,1,,,,,
385,2,8488,0.95,8192,2482,3,7Inferior Tomahawk,,13,13,2.10,0, 0,4,1},,,,,
386,2,23618,43.54,8192,11684,60,4Ironfoe,55,21,21,2.40,4, 0,6258,1,,,,,
387,2,21956,37.59,8192,11923,57,5The Hammer of Grace,52,21,21,2.70,4, 0,5719,1,,,,,
388,2,19729,45.00,8192,2243,62,4Hand of Edward the Odd,57,13,13,1.60,4, 0,3328,1,,,,,
389,2,19713,32.86,8192,868,43,4Ardent Custodian,38,21,21,2.10,4, 0,2860,1,,,100,,
390,2,6794,10.48,8192,6196,34,8Noboru's Cudgel,29,21,21,2.10,4, 0,2336,1,,,,true,
391,2,5221,15.58,8192,2256,24,5Skeletal Club,19,21,21,2.60,4, 0,2132,1,,,,,
392,2,18572,32.22,8192,9639,48,5The Hand of Antu'sul,43,21,21,2.70,4, 0,1986,1,,,,,
393,2,19735,29.81,8192,7721,44,5Hand of Righteousness,39,21,21,2.70,4, 0,1985,1,,,,,
394,2,35710,43.46,8192,22988,83,4The End of Dreams,60,13,13,1.90,4, 0,1957,6,,,,,
395,2,19756,30.43,8192,9359,45,5Wirt's Third Leg,40,13,13,2.30,4, 0,1647,1,,,,,
396,2,5223,27.50,8192,7945,46,6Big Black Mace,41,21,21,2.40,4, 0,1605,1,,,,,
397,2,25623,19.79,8192,13048,31,5Looming Gavel,26,21,21,2.40,4, 0,1180,1,,,,,
398,2,17788,36.90,8192,8708,50,4Hammer of Expertise,40,21,21,2.10,4, 0,1126,1,,,,,
399,2,34109,44.56,8192,17105,69,4Aurastone Hammer,60,13,13,2.70,4, 0,874,1,,,,,
400,2,11453,12.80,8192,6360,25,6Steelscale Crushfish,20,13,13,2.50,4, 0,863,1,,,,,
401,2,7438,41.50,8192,12794,63,5Masterwork Stormhammer,57,21,21,2.00,4, 0,785,1,,,,,
402,2,28776,30.37,8192,13026,45,5Heaven's Light,40,21,21,2.70,4, 0,766,1,,,,,
403,2,5215,25.80,8192,936,38,5Midnight Mace,33,13,13,2.50,4, 0,765,1,,,,,
404,2,19726,39.52,8192,810,54,4Hammer of the Northern Wind,49,21,21,2.10,4, 0,748,1,,,,,
405,2,36969,45.74,8192,22384,63,4Persuader,58,21,21,2.70,4, 0,725,5,,,,,
406,2,24033,41.25,8192,13349,63,5Scepter of the Unholy,58,21,21,2.40,4, 0,688,1,,,,,
407,2,19801,14.44,8192,5541,28,6Iridescent Hammer,23,13,13,1.80,4, 0,685,1,,,,,
408,2,19669,17.14,8192,2816,33,5Death Speaker Scepter,28,21,21,2.80,4, 0,658,1,,,,,
409,2,24741,15.54,8192,6472,24,5Stinging Viper,19,13,13,2.80,4, 0,632,1,,,,,
410,2,18496,31.18,8192,4090,46,5Mug O' Hurt,41,13,13,1.70,4, 0,593,1,,,,,
411,2,28799,40.89,8192,13006,62,5Mass of McGowan,57,21,21,2.80,4, 0,568,1,,,,,
412,2,29910,35.28,8192,17943,53,5Fist of Stone,48,21,21,1.80,4, 0,564,1,,,,,
413,2,28706,25.00,8192,13025,37,5Deadwood Sledge,32,21,21,1.90,4, 0,558,1,,,,,
414,2,31822,51.60,8192,19170,70,4Ebon Hand,60,13,13,2.50,4, 0,550,3,,,,,
415,2,18578,31.48,8192,9651,53,6Gryphon Rider's Stormhammer,40,21,21,2.70,4, 0,550,1,1,,,,
416,2,19707,22.14,8192,6804,40,6Windstorm Hammer,25,21,21,2.10,4, 0,540,1,2,,,,
417,2,15726,22.92,8192,7687,35,5Ironspine's Fist,30,13,13,2.40,4, 0,518,1,,,,,
418,2,28671,18.40,8192,13024,29,5Beazel's Basher,24,21,21,2.50,4, 0,513,1,,,,,
419,2,31863,41.86,8192,19360,81,4Lok'amir il Romathis,60,21,21,2.10,4, 0,476,3,,,,,
420,2,8567,16.20,8192,2194,25,5Diamond Hammer,20,13,13,2.50,4, 0,446,1,,,,,
421,2,20953,10.54,8192,5197,21,6Cookie's Tenderizer,16,13,13,2.80,4, 0,414,1,,,,,
422,2,19748,31.67,8192,7954,47,5The Shatterer,42,21,21,2.40,4, 0,408,1,,,,,
423,2,22051,28.70,8192,9427,42,5Stonevault Bonebreaker,37,13,13,2.70,4, 0,401,1,,,,,
424,2,28821,36.75,8192,11805,56,5Rubidium Hammer,51,21,21,2.00,4, 0,381,1,,,120,,
425,2,35643,65.36,8192,23221,83,4Misplaced Servo Arm,60,13,13,2.80,4, 0,371,6,,,,,
426,2,18268,24.04,8192,9386,36,5Excavator's Brand,31,13,13,2.60,4, 0,359,1,,,,,
427,2,21051,12.71,8192,6323,25,6Baron's Scepter,20,21,21,2.40,4, 0,358,1,,,,,
428,2,9117,14.04,8192,1483,21,5Face Smasher,16,13,13,2.60,4, 0,355,1,,,,,
429,2,18373,23.04,8192,9457,35,5Royal Diplomatic Scepter,30,13,13,2.30,4, 0,340,1,,,,,
430,2,33017,52.37,8192,20580,71,4Hammer of Bestial Fury,60,21,21,1.90,4, 0,339,4,,,90,,
431,2,35574,41.46,8192,23056,89,4Hammer of the Twisting Nether,60,13,13,1.90,4, 0,304,6,,,,,
432,2,19670,21.43,8192,7752,33,5Dreamslayer,28,21,21,2.10,4, 0,267,1,,,,,
433,2,33830,60.71,8192,21268,79,4Blessed Qiraji War Hammer,60,13,13,2.10,4, 0,266,5,,,70,,
434,2,5224,26.59,8192,7736,39,5Fight Club,34,13,13,2.20,4, 0,257,1,,,,,
435,2,29171,48.04,8192,17112,66,4Empyrean Demolisher,60,21,21,2.80,4, 0,251,2,,,,,
436,2,25619,39.44,8192,13204,60,5Bashguuder,55,13,13,1.80,4, 0,246,1,,,,,
437,2,24740,39.47,8192,13183,60,5Venomspitter,55,13,13,1.90,4, 0,241,1,,,,,
438,2,18406,17.50,8192,9488,28,5Oscillating Power Hammer,23,13,13,2.00,4, 0,241,1,,,,,
439,2,33731,41.54,8192,21407,70,4Mace of Unending Life,60,21,21,2.60,4, 0,236,5,,1024,,,
440,2,6569,8.75,8192,11411,28,8Large Bear Bone,23,21,21,2.40,4, 0,225,1,,,,true,
441,2,5223,21.43,8192,1207,39,6Murphstar,34,13,13,2.10,4, 0,209,1,,,,,
442,2,28203,32.50,8192,11964,55,6Swiftstrike Cudgel,50,21,21,1.60,4, 0,206,1,,,,,
443,2,23244,37.50,8192,12781,57,5Serenity,52,21,21,2.00,4, 0,205,1,,,,,
444,2,31862,54.42,8192,19335,73,4Spineshatter,60,21,21,2.60,4, 0,201,3,,,,,
445,2,19743,28.15,8192,1608,47,6Skullcrusher Mace,42,13,13,2.70,4, 0,196,1,,,,,
446,2,28194,31.00,8192,16769,52,6Furbolg Medicine Totem,47,21,21,2.50,4, 0,193,1,,,,,
447,2,28869,18.75,8192,17039,36,6Skullbreaker,28,21,21,2.40,4, 0,186,1,2,,,,
448,2,8581,35.83,8192,1721,54,5Viking Warhammer,49,21,21,2.40,4, 0,185,1,,,,,
449,2,34860,41.20,8192,22380,65,5Simone's Cultivating Hammer,60,21,21,1.80,4, 0,182,5,,,,,
450,2,30436,37.59,8192,18044,57,5Hurley's Tankard,52,21,21,2.70,4, 0,176,1,,,,,
451,2,28689,35.19,8192,13027,53,5Bonesnapper,48,21,21,2.70,4, 0,175,1,,,,,
452,2,34468,52.50,8192,21837,71,4Anubisath Warhammer,60,13,13,1.80,4, 0,174,5,,,,,
453,2,15887,33.42,8192,17055,50,5Changuk Smasher,45,13,13,1.90,4, 0,174,1,,,,,
454,2,34485,41.59,8192,21839,84,4Scepter of the False Prophet,60,21,21,1.80,4, 0,168,5,,,,,
455,2,30440,39.38,8192,18048,60,5Mastersmith's Hammer,55,21,21,2.40,4, 0,168,1,,,,,
456,2,19783,22.22,8192,4511,40,6Black Water Hammer,35,21,21,2.70,4, 0,160,1,,,,,
457,2,6796,17.12,8192,3414,27,5Crested Scepter,22,21,21,2.60,4, 0,159,1,,,,,
458,2,3780,15.54,8192,3492,30,6Mighty Iron Hammer,25,21,21,2.80,4, 0,156,1,,,,,
459,2,31126,40.20,8192,18683,61,5Hammer of the Vesper,56,13,13,2.50,4, 0,151,1,,,,,
460,2,19746,30.38,8192,9686,51,6Spirit of the Faerie Dragon,40,21,21,2.60,4, 0,150,1,2,,,,
461,2,35250,65.38,8192,22808,83,4The Castigator,60,13,13,2.60,4, 0,149,6,,,,,
462,2,32262,26.60,8192,19808,45,6Rockhide Strongfish,40,13,13,2.50,4, 0,141,4,,,,,
463,2,24111,40.00,8192,13401,61,5The Cruel Hand of Timmy,56,13,13,1.80,4, 0,137,1,,,,,
464,2,18312,27.50,8192,9419,46,6Galgann's Firehammer,41,13,13,2.20,4, 0,134,1,,,,,
465,2,19501,25.00,8192,10571,37,5Ebony Boneclub,32,13,13,1.80,4, 0,129,1,,,,,
466,2,33072,41.40,8192,20648,63,5Cold Forged Hammer,51,21,21,2.50,4, 0,128,3,,,,,
467,2,23267,34.60,8192,12792,58,6Volcanic Hammer,53,21,21,2.50,4, 0,114,1,,,,,
468,2,28191,9.14,8192,15445,18,6Hammer of Orgrimmar,9,21,21,2.90,4, 0,113,1,2,,,,
469,2,19673,18.33,8192,5256,35,6Kovork's Rattle,30,13,13,3.00,4, 0,101,1,,,,,
470,2,6798,40.00,8192,22315,61,5Hammer of Revitalization,56,21,21,2.70,4, 0,95,5,,,,,
471,2,28314,9.57,8192,15222,19,6Barbed Club,14,21,21,2.30,4, 0,90,1,,,,true,
472,2,30728,40.68,8192,18376,62,5Timeworn Mace,57,13,13,2.20,4, 0,89,2,,,120,,
473,2,28531,19.74,8192,15226,37,6Giant Club,32,21,21,1.90,4, 0,87,1,,,,,
474,2,8568,8.13,8192,5324,16,6Engineer's Hammer,10,21,21,2.40,4, 0,87,1,2,,,,
475,2,19869,35.83,8192,10838,54,5Might of Hakkar,49,21,21,2.40,4, 0,84,1,,,,,
476,2,3498,19.57,8192,4122,37,6Bookmaker's Scepter,30,21,21,2.30,4, 0,82,1,1,,,,
477,2,5218,6.50,8192,2075,12,6Priest's Mace,7,21,21,2.00,4, 0,82,1,,,,,
478,2,19735,32.86,8192,15229,55,6Blesswind Hammer,50,13,13,2.10,4, 0,81,1,,,,,
479,2,19721,25.00,8192,8194,43,6Goblin Nutcracker,38,13,13,2.20,4, 0,78,1,,,,,
480,2,31612,42.59,8192,19104,65,5Stormstrike Hammer,60,13,13,2.70,4, 0,77,3,,,,,
481,2,25096,40.63,8192,14487,62,5Bonechill Hammer,57,13,13,2.40,4, 0,77,1,,,,,
482,2,29910,35.28,8192,17733,53,5Fist of Stone,48,21,21,1.80,4, 0,77,1,,,,,
483,2,5211,12.86,8192,3491,25,6Heavy Bronze Mace,20,21,21,2.80,4, 0,75,1,,,,,
484,2,28571,12.32,8192,15223,24,6Jagged Star,19,21,21,2.80,4, 0,75,1,,,,true,
485,2,28262,32.86,8192,11120,55,6Belgrom's Hammer,44,21,21,2.80,4, 0,73,1,2,,,,
486,2,19892,32.11,8192,10804,54,6Fist of the Damned,49,13,13,1.90,4, 0,71,1,,,,,
487,2,33731,41.46,8192,21398,70,4Hammer of the Gathering Storm,60,21,21,2.40,4, 0,69,5,,64,,,
488,2,32600,42.69,8192,19908,65,5Sceptre of Smiting,60,13,13,2.60,4, 0,68,4,,,,,
489,2,36078,41.48,8192,23464,78,4High Warlord's Battle Mace,60,13,13,2.90,4, 0,67,6,,,,,
490,2,5199,40.31,8192,22322,61,5The Jaw Breaker,56,13,13,1.60,4, 0,62,5,,,,,
491,2,19741,19.00,8192,4978,36,6Ryedol's Hammer,35,21,21,2.50,4, 0,62,1,1,,,,
492,2,31955,59.48,8192,18865,78,4Grand Marshal's Punisher,60,13,13,2.90,4, 0,60,2,,,,,
493,2,7462,31.50,8192,19293,55,7Last Year's Mutton,50,13,13,2.00,4, 0,60,3,,,,,
494,2,5207,32.19,8192,15863,54,6Grave Scepter,50,21,21,1.60,4, 0,59,1,,,,,
495,2,36064,41.48,8192,23454,78,4Grand Marshal's Warhammer,60,13,13,2.90,4, 0,57,6,,,,,
496,2,28512,31.61,8192,15228,53,6Smashing Star,48,13,13,2.80,4, 0,56,1,,,,,
497,2,28521,17.04,8192,15225,33,6Sequoia Hammer,28,21,21,2.70,4, 0,55,1,,,,,
498,2,35642,41.59,8192,22942,81,4The Widow's Embrace,60,13,13,1.90,4, 0,54,6,,,,,
499,2,31751,59.48,8192,18866,78,4High Warlord's Bludgeon,60,13,13,2.90,4, 0,54,2,,,,,
500,2,19694,13.18,8192,3787,40,8Stone Club,35,21,21,2.20,4, 0,53,1,,,,true,
501,2,19637,8.57,8192,2079,17,6Sergeant's Warhammer,12,13,13,2.10,4, 0,53,1,,,,true,
502,2,33731,41.48,8192,21410,70,4Gavel of Infinite Wisdom,60,21,21,2.70,4, 0,52,5,,16,,,
503,2,28318,12.78,8192,15224,25,6Battlesmasher,20,13,13,2.70,4, 0,52,1,,,,true,
504,2,9381,8.44,8192,1480,17,6Fist of the People's Militia,9,21,21,1.60,4, 0,51,1,1,,,,
505,2,19699,10.87,8192,789,22,6Stout Battlehammer,17,21,21,2.30,4, 0,50,1,,,,,
506,2,28681,40.24,8192,13028,61,5Bludstone Hammer,56,21,21,2.10,4, 0,48,1,,,,,
507,2,19716,19.35,8192,13820,54,8Clout Mace,49,21,21,2.30,4, 0,47,1,,,,true,
508,2,33838,41.62,8192,21466,69,4Stinger of Ayamiss,60,21,21,2.40,4, 0,45,5,,,,,
509,2,15887,29.25,8192,7946,49,6Runed Mithril Hammer,44,21,21,2.00,4, 0,45,1,,,,,
510,2,5212,16.03,8192,865,31,6Leaden Mace,26,13,13,2.90,4, 0,45,1,,,,,
511,2,30915,38.70,8192,18321,59,5Energetic Rod,54,21,21,2.30,4, 0,44,2,,,,,
512,2,31119,38.85,8192,18671,59,5Baron Charr's Sceptre,54,21,21,2.60,4, 0,44,1,,,,,
