classs,flags2,id,level,name,slot,subclass,firstseenpatch,displayid,dmgrange,manargn,popularity,bop,spi,sta,agi,cooldown,sellprice,side,maxcount,reqlevel,mana,splheal,firsplpwr,armor,int,buyprice,reqskill,reqskillrank,health,mlehastepct,sheathtype,str,reqclass,classes,mlecritstrkpct,rgdcritstrkpct,dodgepct,commondrop,avgbuyout,contentPhase,slotbak,rgdhastepct,dmg,blockpct,frosplpwr,shasplpwr,c,c2,n,t,ti,sourcemore,icon,s,healthrgn,z,splpwr,dd,subsubclass,bd,q,speed,def,reqfaction,reqrep,splcritstrkpct,spldmg,mlehitpct,rgdhitpct,mleatkpwr,blockamount,rgdatkpwr,atkpwr,splhitpct
0,8192,17302,5,7Blue Ribboned Holiday Gift,0,0, 0,29444,1.00,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,19304,15,7Spiced Beef Jerky,0,5, 0,31803,1.00,,6,0,,,,1000,6,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17403,15,7Steamwheedle Fizzy Spirits,0,5, 0,18080,1.00,,6,0,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5823,15,7Poisonous Mushroom,0,0, 0,15856,1.00,,6,0,,,,1000,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5013,15,7Fertile Bulb,0,0, 0,6376,1.00,,6,0,,,,60000,38,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,1712,25,7Scroll of Spirit II,0,4, 0,2616,1.00,,6,0,7,,,1000,62,,,15,,,,,,250,,,,,,,,,,,,true,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5046,30,7Locked Gift,0,0, 0,6394,1.00,,6,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,2896,34,7Creeping Anguish,0,0, 0,2947,1.00,,6,0,,,,,25,,,,,,,,,,40,150,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,8543,35,7Underwater Mushroom Cap,0,5, 0,15851,1.00,,6,0,,,,1000,300,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17405,35,7Green Garden Tea,0,0, 0,18091,1.00,249,6,0,,,,1000,50,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5227,37,7Empty Mana Jewel,0,0, 0,1262,1.00,,6,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21030,45,7Darnassus Kimchi Pie,0,5, 0,6342,1.00,,6,0,,,,1000,100,,,35,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,19306,45,7Crunchy Frog,0,5, 0,31804,1.00,,6,0,,,,1000,100,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5045,45,7Skull Gift,0,0, 0,6411,1.00,,6,0,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,11664,50,5[PH] Greater Arcane Amalgamation (HP\/FR),0,6, 0,4775,1.00,,6,0,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,12763,55,7Un'Goro Etherfruit,0,5, 0,26735,1.00,,6,0,,,,1000,200,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,23698,60,7[PH] Nature Resist Potion [DEP],0,1, 0,24211,1.00,,6,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,23701,60,7[PH] Victorious Standard of the Horde [DEP],0,0, 0,31257,1.00,,6,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,23699,60,7[PH] Light Consumable [DEP],0,0, 0,36460,1.00,,6,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17897,1,7QAEnchant Gloves +7 Strength,0,6, 0,7899,1.00,,7,0,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17895,1,7QAEnchant Boots +5 Spirit,0,6, 0,7899,1.00,,7,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17884,1,7QAEnchant Cloak +5 Resistances,0,6, 0,7899,1.00,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,23224,1,7Summer Gift Package,0,0, 0,6404,1.00,,7,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22298,1,7Book of Romantic Poems,0,0, 0,1143,1.00,,7,0,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22294,1,7Orgrimmar Pledge Collection,0,0, 0,34746,1.00,,7,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22291,1,7Box of Woodcrafts,0,0, 0,11449,1.00,,7,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22290,1,7Darnassus Pledge Collection,0,0, 0,34742,1.00,,7,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22288,1,7Case of Homebrew,0,0, 0,11448,1.00,,7,0,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22175,1,7Freshly Baked Pie,0,0, 0,6342,1.00,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22160,1,7Pledge of Friendship,0,0, 0,34542,1.00,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22159,1,7Pledge of Friendship,0,0, 0,34542,1.00,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22119,1,7Pledge of Loyalty,0,0, 0,34753,1.00,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21811,1,7[PH] Object of Affection,0,0, 0,14005,1.00,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21592,1,7Large Red Rocket,0,0, 0,34289,1.00,,7,0,,,,1000,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21589,1,7Large Blue Rocket,0,0, 0,34285,1.00,,7,0,,,,1000,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21560,1,7Small Purple Rocket,0,0, 0,34282,1.00,,7,0,,,,1000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,20678,1,7Decoded Twilight Text,0,0, 0,7695,1.00,,7,0,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,8493,1,7Weegli's Barrel,0,0, 0,17288,1.00,,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5878,1,7Super Snuff,0,0, 0,8932,1.00,,7,0,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5406,1,7Empty Minor Bloodstone,0,0, 0,6007,1.00,,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,2688,1,7Squirrel Nut,0,0, 0,6417,1.00,,7,0,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,19223,5,7Darkmoon Dog,0,5, 0,31742,1.00,,7,0,,,,1000,1,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5057,5,7Ripe Watermelon,0,5, 0,6390,1.00,,7,0,,,,1000,1,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17199,10,7Bad Egg Nog,0,5, 0,29173,1.00,,7,0,2,2,,1000,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,19004,10,7Minor Healthstone,0,0, 0,8026,1.00,,7,0,,,,120000,,,1,1,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,2685,20,7Succulent Pork Ribs,0,5, 0,2473,1.00,,7,0,,,,1000,75,,,10,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,9314,20,7Red Streaks Firework,0,0, 0,18068,1.00,,7,0,,,,1000,12,,,,,,,,,50,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17402,35,7Greatfather's Winter Ale,0,5, 0,18117,1.00,,7,0,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,2289,35,7Scroll of Strength II,0,4, 0,3331,1.00,,7,0,,,,1000,87,,,25,,,,,,350,,,,,1,9,,,,,,,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,10920,40,7Wound Poison II,0,-3, 0,13708,1.00,,7,0,,,,,67,,,40,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,16168,45,7Heaven Peach,0,5, 0,26735,1.00,,7,0,,,,1000,100,,,35,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,11683,50,4[PH] Legendary Arcane Amalgamation (Caster),0,6, 0,4775,1.00,,7,0,10,,,,,,,,100,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,11676,50,4[PH] Legendary Arcane Amalgamation (Melee),0,6, 0,4775,1.00,,7,0,,10,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,11672,50,5[PH] Greater Arcane Amalgamation (SPI\/FR),0,6, 0,4775,1.00,,7,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,11670,50,5[PH] Greater Arcane Amalgamation (STA\/FR),0,6, 0,4775,1.00,,7,0,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21140,,7Auction Stationery,0,0, 0,1102,1.00,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,20337,,7Gnome Head on a Stick,22,0, 0,32768,1.00,,8,0,,,,,85357,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22042,1,7QAEnchant Cloak -2% Threat,0,6, 0,7899,1.00,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17898,1,7QAEnchant Gloves +7 Agility,0,6, 0,7899,1.00,,8,0,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17896,1,7QAEnchant Boots +7 Stamina,0,6, 0,7899,1.00,,8,0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17830,1,7QAEnchant Bracer +7 Intellect,0,6, 0,7899,1.00,,8,0,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17829,1,7QAEnchant Bracer +9 Spirit,0,6, 0,7899,1.00,,8,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17827,1,7QAEnchant Bracer +9 Strength,0,6, 0,7899,1.00,,8,0,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22295,1,7Satchel of Cards,0,0, 0,19595,1.00,,8,0,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22162,1,7Pledge of Friendship,0,0, 0,34542,1.00,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21716,1,7Large Green Rocket Cluster,0,0, 0,34356,1.00,,8,0,,,,1000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21577,1,7White Rocket Cluster,0,0, 0,34276,1.00,,8,0,,,,1000,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21561,1,7Small White Rocket,0,0, 0,34283,1.00,,8,0,,,,1000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,20679,1,7Decoded Twilight Text,0,0, 0,7695,1.00,,8,0,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,9569,1,7Hallowed Scroll,0,0, 0,1301,1.00,,8,0,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,7629,1,7Ukor's Burden,0,0, 0,362,1.00,,8,0,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,7388,1,7Skull Key,0,0, 0,9134,1.00,,8,0,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5859,1,7Party Grenade,0,0, 0,9163,1.00,,8,0,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,11584,5,7Cactus Apple Surprise,0,5, 0,6410,1.00,,8,0,2,2,,1000,1,,,1,,,,,,,,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,6183,10,7Unlit Poor Torch,0,0, 0,12311,1.00,,8,0,,,,,2,,,,,,,,,,142,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,19008,34,7Healthstone,0,0, 0,8026,1.00,,8,0,,,,120000,,,1,24,,,,,,,,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5509,34,7Healthstone,0,0, 0,8026,1.00,,8,0,,,,120000,,,1,24,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,19224,35,7Red Hot Wings,0,5, 0,22200,1.00,,8,0,,,,1000,50,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21164,35,7Bloated Rockscale Cod,0,0, 0,4823,1.00,,8,0,,,,,100,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21033,55,7Radish Kimchi,0,5, 0,26731,1.00,,8,0,,,,1000,200,,,45,,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,16171,55,7Shinsollo,0,5, 0,26733,1.00,,8,0,,,,1000,200,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,23700,60,7[PH] Glorious Standard of the Alliance [DEP],0,0, 0,31256,1.00,,8,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,6244,,7ggggfg,8,0, 0,10913,1.00,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5014,,7Wrapping Paper (PT),0,0, 0,6429,1.00,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22041,1,7QAEnchant Cloak +8 Stealth,0,6, 0,7899,1.00,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,18667,1,7QAEnchant Weapon Icy Chill,0,6, 0,7899,1.00,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22141,1,7Ironforge Guard's Card,0,0, 0,34736,1.00,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21714,1,7Large Blue Rocket Cluster,0,0, 0,34354,1.00,,9,0,,,,1000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21590,1,7Large Green Rocket,0,0, 0,34286,1.00,,9,0,,,,1000,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,20676,1,7Decoded Twilight Text,0,0, 0,7695,1.00,,9,0,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,1072,25,7Full Moonshine,0,5, 0,18080,1.00,,9,0,,,,120000,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,6951,38,7Mind-numbing Poison II,0,-3, 0,13709,1.00,,9,0,,,,,75,,,38,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,2927,40,7Creeping Torment,0,0, 0,2947,1.00,,9,0,,,,,50,,,,,,,,,,40,190,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,23728,45,7QAEnchant Gloves Riding Skill,0,6, 0,7899,1.00,,9,0,,,,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17408,45,7Spicy Beefstick,0,5, 0,25469,1.00,,9,0,,,,1000,100,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5510,46,7Greater Healthstone,0,0, 0,8026,1.00,,9,0,,,,120000,,,1,36,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,8984,46,7Deadly Poison III,0,-3, 0,13707,1.00,,9,0,,,,,100,,,46,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,11667,50,5[PH] Greater Arcane Amalgamation (STR\/FR),0,6, 0,4775,1.00,,9,0,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17899,1,7QAEnchant Gloves +1% Haste,0,6, 0,7899,1.00,,10,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17887,1,7QAEnchant 2H Weapon +9 Damage,0,6, 0,7899,1.00,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22292,1,7Box of Fresh Pies,0,0, 0,11449,1.00,,10,0,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22284,1,7Bundle of Cards,0,0, 0,34737,1.00,,10,0,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22173,1,7Dwarven Homebrew,0,0, 0,18079,1.00,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22027,1,7zzOLD - QAEnchant Weapon +5 Damage,0,0, 0,7899,1.00,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21960,1,7Handmade Woodcraft,0,0, 0,13082,1.00,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21578,1,7Yellow Rocket Cluster,0,0, 0,34277,1.00,,10,0,,,,1000,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21571,1,7Blue Rocket Cluster,0,0, 0,34271,1.00,,10,0,,,,1000,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21558,1,7Small Blue Rocket,0,0, 0,34279,1.00,,10,0,,,,1000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,6643,5,7Bloated Smallfish,0,0, 0,18535,1.00,,10,0,,,,,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5043,5,7Red Ribboned Gift,0,0, 0,6404,1.00,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5476,15,7Fillet of Frenzy,0,5, 0,7996,1.00,,10,0,4,4,,1000,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,1711,30,7Scroll of Stamina II,0,4, 0,1093,1.00,,10,0,,8,,1000,75,,,20,,,,,,300,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17407,35,7Graccu's Homemade Meat Pie,0,5, 0,1041,1.00,,10,0,,,,1000,50,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,4422,45,7Scroll of Stamina III,0,4, 0,1093,1.00,,10,0,,12,,1000,112,,,35,,,,,,,,,,,,,,,,,,true,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,19011,46,7Greater Healthstone,0,0, 0,8026,1.00,,10,0,,,,120000,,,1,36,,,,,,,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,22025,1,7QAEnchant Weapon Lifestealing,0,6, 0,7899,1.00,,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21267,1,7Toasting Goblet,0,0, 0,18060,1.00,,11,0,,20,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17889,1,7zzOLD - QAEnchant 2H Weapon Major Intellect,0,0, 0,7899,1.00,,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,21038,5,7Hardpacked Snowball,0,0, 0,29169,1.00,,11,0,,,,30000,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,17304,5,7Green Ribboned Wrapping Paper,0,0, 0,29440,1.00,,11,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5044,5,7Blue Ribboned Gift,0,0, 0,6329,1.00,,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,19007,22,7Lesser Healthstone,0,0, 0,8026,1.00,,11,0,,,,120000,,,1,12,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,2895,22,7Creeping Pain,0,0, 0,2947,1.00,,11,0,,,,,12,,,,,,,,,,40,100,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,12211,35,7Spiced Wolf Ribs,0,5, 0,22196,1.00,,11,0,8,8,,1000,300,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,5047,40,7Skull Wrapping Paper,0,0, 0,6330,1.00,,11,0,,,,,1250,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,23725,45,7QAEnchant Fiery Weapon,0,6, 0,7899,1.00,,11,0,,,,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8192,19010,46,7Greater Healthstone,0,0, 0,8026,1.00,,11,0,,,,120000,,,1,36,,,,,,,,,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
