classs,flags2,id,level,name,reqclass,reqlevel,slot,subclass,firstseenpatch,classes,displayid,dmgrange,sellprice,popularity,bop,skill,reqskill,reqskillrank,contentPhase,avgbuyout,commondrop,reqspell,buyprice,n,t,ti,z,sourcemore,c2,reqfaction,reqrep,c,dd,maxcount,bd,side
9,8192,9178,60,7Tablet of Nature Resistance Totem III,64,60,0,0, 0,64,5563,1.00,14750,11,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8743,1,7Book of Mark of the Wild,1024,1,0,0, 0,1024,1317,1.00,2,12,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4141,6,7Tome of Conjure Food,128,6,0,0, 0,128,1103,1.00,20,12,0,,,,,,,,,,,,,,,,,,,,,
9,8192,1141,6,7Libram: Holy Light II,2,6,0,0, 0,2,1155,1.00,20,12,0,,,,,,,,,,,,,,,,,,,,,
9,8192,1035,10,7Tablet of Call Spirit,64,10,0,0, 0,64,5563,1.00,187,12,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4201,28,7Grimoire of Eye of Kilrogg,256,28,0,0, 0,256,1246,1.00,2025,12,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8881,54,7Tome of Khadgar's Unlocking IV,128,54,0,0, 0,128,1103,1.00,11000,12,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8890,60,7Tome of Fireball XI,128,60,0,0, 0,128,1103,1.00,14750,12,0,,,,,,,,,,,,,,,,,,,,,
9,8192,1090,10,7Codex of Resurrection,16,10,0,0, 0,16,1143,1.00,75,13,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4269,30,7Codex of Prayer of Healing,16,30,0,0, 0,16,1143,1.00,2425,13,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8840,38,7Tome of Conjure Mana Gem II,128,38,0,0, 0,128,1103,1.00,4500,13,0,,,,,,,,,,,,,,,,,,,,,
9,8192,10303,44,6Pattern: Stormcloth Pants,,,0,2, 0,,15274,1.00,1250,13,0,220,197,220,1,,,,,,,,,,,,,,,,,
9,8192,21293,60,5Tablet of Grace of Air Totem III,64,60,0,0, 0,64,33585,1.00,100000,14,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,20554,63,5Plans: Darkrune Breastplate,,,0,4, 0,,6270,1.00,15000,14,0,300,164,300,4,,,,,,,,,,,,,,,,,
9,8192,1093,22,7Codex of Remove Curse,16,22,0,0, 0,16,1143,1.00,1000,15,0,,,,,,,,,,,,,,,,,,,,,
9,8192,3102,28,7Tome of Arcane Intellect III,128,28,0,0, 0,128,1103,1.00,2025,15,0,,,,,,,,,,,,,,,,,,,,,
9,8192,21292,60,5Tablet of Strength of Earth Totem V,64,60,0,0, 0,64,33585,1.00,100000,15,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,4166,8,7Libram: Seal of Protection,2,8,0,0, 0,2,1155,1.00,50,16,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8884,56,7Tome of Frostbolt X,128,56,0,0, 0,128,1103,1.00,12000,16,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8799,60,7Book of Mark of the Wild VII,1024,60,0,0, 0,1024,1317,1.00,14750,16,0,,,,,,,,,,,,,,,,,,,,,
9,8192,15777,62,6Pattern: Runic Leather Shoulders,,,0,1, 0,,15274,1.00,15000,16,0,300,165,300,1,45000,,,,,,,,,,,,,,,,
9,8192,5131,13,7Knowledge: Stonesplinter Disguise,8,13,0,0, 0,8,6270,1.00,162,17,0,,,,,,,,,,,,,,,,,,,,,
9,8192,976,18,7Tome of Remove Curse,128,18,0,0, 0,128,1103,1.00,625,17,0,,,,,,,,,,,,,,,,,,,,,
9,8192,12704,60,6Plans: Thorium Leggings,,,0,4, 0,,15274,1.00,7500,17,0,300,164,300,1,14659,true,,,,,,,,,,,,,,,
9,8192,5684,22,7Libram: Seal of Salvation,2,22,0,0, 0,2,1155,1.00,1050,18,0,,,,,,,,,,,,,,,,,,,,,
9,8192,1139,30,7Libram: Cleanse,2,30,0,0, 0,2,1155,1.00,2425,18,0,,,,,,,,,,,,,,,,,,,,,
9,8192,15776,61,6Pattern: Runic Leather Armor,,,0,1, 0,,15274,1.00,10000,18,0,300,165,300,1,29400,,,,,,,,,,,,,,,,
9,8192,5730,4,7Book of Rejuvenation,1024,4,0,0, 0,1024,1317,1.00,10,19,0,,,,,,,,,,,,,,,,,,,,,
9,8192,5647,22,7Tome of Blink,128,22,0,0, 0,128,1103,1.00,1000,19,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4150,30,7Tome of Conjure Water IV,128,30,0,0, 0,128,1103,1.00,2425,19,0,,,,,,,,,,,,,,,,,,,,,
9,8192,21282,60,5Grimoire of Immolate VIII,256,60,0,0, 0,256,1246,1.00,100000,19,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,21295,60,5Book of Starfire VII,1024,60,0,0, 0,1024,1317,1.00,100000,20,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,6343,14,6Formula: Imbue Chest - Spirit,,,0,8, 0,,56741,1.00,87,21,0,60,333,60,1,,,,,,,,,,,,,,,,,
9,8192,4281,30,7Codex of Shadow Protection,16,30,0,0, 0,16,1143,1.00,2425,21,0,,,,,,,,,,,,,,,,,,,,,
9,8192,5700,12,7Tablet of Healing Totem II,64,12,0,0, 0,64,5563,1.00,250,22,0,,,,,,,,,,,,,,,,,,,,,
9,8192,21738,45,6Schematic: Firework Launcher,,,0,3, 0,,15274,1.00,875,22,0,225,202,225,1,,,,,,,,,,,,,,,,,
9,8192,7982,37,6Plans: Barbaric Iron Gloves,,,0,4, 0,,15274,1.00,1100,23,0,185,164,185,1,,,,,,,,,,,,,,,,,
9,8192,5155,10,7Book of Mark of the Wild II,1024,10,0,0, 0,1024,1317,1.00,75,24,0,,,,,,,,,,,,,,,,,,,,,
9,8192,3121,34,7Codex of Levitate,16,34,0,0, 0,16,1143,1.00,3250,24,0,,,,,,,,,,,,,,,,,,,,,
9,8192,6222,12,6Formula: Imbue Chest - Minor Spirit,,,0,8, 0,,56741,1.00,25,25,0,60,333,60,1,,,,,,,,,,,,,,,,,
9,8192,21280,60,5Tome of Arcane Missiles VIII,128,60,0,0, 0,128,1103,1.00,100000,25,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,15774,61,6Pattern: Heavy Scorpid Shoulders,,,0,1, 0,,1102,1.00,10000,26,0,300,165,300,1,27500,,,,,,,,,,,,,,,,
9,8192,4207,30,7Grimoire of Curse of Archimonde,256,30,0,0, 0,256,1246,1.00,2000,27,0,,,,,,,,,,,,,,,,,,,,,
9,8192,21737,55,6Schematic: Cluster Launcher,,,0,3, 0,,15274,1.00,4000,27,0,275,202,275,1,,,,,,,,,,,,,,,,,
9,8192,21296,60,5Book of Rejuvenation XI,1024,60,0,0, 0,1024,1317,1.00,100000,27,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,5129,22,7Knowledge: Dark Iron Dwarf Disguise,8,22,0,0, 0,8,6270,1.00,162,28,0,,,,,,,,,,,,,,,,,,,,,
9,8192,6736,28,6Plans: Ironforge Gauntlets,,,0,4, 0,,15274,1.00,450,28,0,140,164,140,1,,,,,,,,,,,,,,,,,
9,8192,21303,60,5Handbook of Feint V,8,60,0,0, 0,8,1134,1.00,100000,28,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,1568,30,7Tome of Water Elemental,128,30,0,0, 0,128,1103,1.00,2000,29,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4155,40,7Tome of Water Elemental II,128,40,0,0, 0,128,1103,1.00,5000,29,0,,,,,,,,,,,,,,,,,,,,,
9,8192,8901,44,7Book of Healing Touch VIII,1024,44,0,0, 0,1024,1317,1.00,6250,29,0,,,,,,,,,,,,,,,,,,,,,
9,8192,7991,47,5Plans: Mithril Scale Shoulders,,,0,4, 0,,1102,1.00,2500,29,0,235,164,235,1,22000,,,,,,,,,,,,,,,,
9,8192,15738,55,6Pattern: Heavy Scorpid Gauntlets,,,0,1, 0,,1102,1.00,4000,29,0,275,165,275,1,9000,,,,,,,,,,,,,,,,
9,8192,22220,70,5Plans: Black Grasp of the Destroyer,,,0,4, 0,,6270,1.00,12500,29,0,300,164,300,5,,,,,,,,,,,,,,,,,
9,8192,2407,13,6Pattern: White Leather Jerkin,,,0,1, 0,,1102,1.00,162,30,0,60,165,60,1,325,true,,,,,,,,,,,,,,,
9,8192,4294,24,6Pattern: Hillman's Belt,,,0,1, 0,,1102,1.00,400,30,0,120,165,120,1,1400,true,,,,,,,,,,,,,,,
9,8192,21723,50,6Pattern: Festival Suit,,,0,2, 0,,15274,1.00,1250,30,0,250,197,250,1,,,,,,,,,,,,,,,,,
9,8192,12816,52,6Plans: Thorium Greatsword,,,0,4, 0,,15274,1.00,3000,30,0,260,164,260,1,,,,,,,,,,,,,,,,,
9,8192,12831,60,5Plans: Blood Talon,,,0,4, 0,,1102,1.00,10000,30,0,300,164,300,1,,,9787,,,,,,,,,,,,,,
9,8192,21294,60,5Book of Healing Touch XI,1024,60,0,0, 0,1024,1317,1.00,100000,30,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,3608,29,6Plans: Mighty Iron Hammer,,,0,4, 0,,15274,1.00,500,31,0,145,164,145,1,2499,,,,,,,,,,,,,,,,
9,8192,16053,58,6Schematic: Master Engineer's Goggles,,,0,3, 0,,15274,1.00,5000,31,0,290,202,290,1,28600,,,,,,,,,,,,,,,,
9,8192,6273,18,7Pattern: Green Woolen Robe,,,0,2, 0,,1102,1.00,187,32,0,90,197,90,1,,,,,,,,,,,,,,,,,
9,8192,7086,39,6Pattern: Earthen Silk Belt,,,0,2, 0,,15274,1.00,375,32,0,195,197,195,1,2500,,,,,,,,,,,,,,,,
9,8192,15762,59,7Pattern: Heavy Scorpid Helm,,,0,1, 0,,1102,1.00,6250,32,0,295,165,295,1,40000,,,25000,,,,,,,,,,,,,
9,8192,12713,61,6Plans: Radiant Leggings,,,0,4, 0,,15274,1.00,10000,32,0,300,164,300,1,28800,true,,,,,,,,,,,,,,,
9,8192,5699,12,7Tablet of Ghost Wolf,64,12,0,0, 0,64,5563,1.00,250,33,0,,,,,,,,,,,,,,,,,,,,,
9,8192,21722,50,6Pattern: Festival Dress,,,0,2, 0,,15274,1.00,1250,33,0,250,197,250,1,,,,,,,,,,,,,,,,,
9,8192,12702,59,6Plans: Radiant Circlet,,,0,4, 0,,15274,1.00,6250,33,0,295,164,295,1,35000,,,,,,,,,,,,,,,,
9,8192,12695,57,6Plans: Radiant Gloves,,,0,4, 0,,15274,1.00,5000,34,0,285,164,285,1,11600,true,,,,,,,,,,,,,,,
9,8192,7981,36,6Plans: Barbaric Iron Boots,,,0,4, 0,,15274,1.00,1100,35,0,180,164,180,1,,,,,,,,,,,,,,,,,
9,8192,10313,45,6Pattern: Stormcloth Vest,,,0,2, 0,,15274,1.00,1500,35,0,225,197,225,1,,,,,,,,,,,,,,,,,
9,8192,21297,60,5Manual of Heroic Strike IX,1,60,0,0, 0,1,3426,1.00,100000,35,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,20553,63,5Plans: Darkrune Gauntlets,,,0,4, 0,,6270,1.00,15000,35,0,300,164,300,4,,,,,,,,,,,,,,,,,
9,8192,7093,28,6Pattern: Boots of Darkness,,,0,2, 0,,15274,1.00,200,36,0,140,197,140,1,,,,,,,,,,,,,,,,,
9,8192,3874,37,6Plans: Polished Steel Boots,,,0,4, 0,,15274,1.00,1100,36,0,185,164,185,1,2400,,,,,,,,,,,,,,,,
9,8192,10304,44,6Pattern: Stormcloth Gloves,,,0,2, 0,,15274,1.00,1250,36,0,220,197,220,1,,,,,,,,,,,,,,,,,
9,8192,21279,60,5Tome of Fireball XII,128,60,0,0, 0,128,1103,1.00,100000,36,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,5577,23,6Plans: Rough Bronze Bracers,,,0,4, 0,,15274,1.00,300,37,0,100,164,100,1,,,,,,,,,,,,,,,,,
9,8192,5657,24,7Recipe: Instant Toxin,,,0,0, 0,,6270,1.00,250,37,0,,40,120,,,,,,,,,,,,,,,,,,
9,8192,3873,39,6Plans: Golden Scale Cuirass,,,0,4, 0,,15274,1.00,1100,38,0,195,164,195,1,2499,true,,,,,,,,,,,,,,,
9,8192,12824,56,6Plans: Enchanted Battlehammer,,,0,4, 0,,15274,1.00,5000,38,0,280,164,280,1,,,17040,,,,,,,,,,,,,,
9,8192,15748,57,6Pattern: Heavy Scorpid Leggings,,,0,1, 0,,1102,1.00,5000,38,0,285,165,285,1,9900,,,,,,,,,,,,,,,,
9,8192,21283,60,5Grimoire of Corruption VII,256,60,0,0, 0,256,1246,1.00,100000,38,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,12716,61,5Plans: Helm of the Great Chief,,,0,4, 0,,1102,1.00,15000,39,0,300,164,300,1,,,9788,,,,,,,,,,,,,,
9,8192,5972,21,6Pattern: Fine Leather Pants,,,0,1, 0,,15274,1.00,375,40,0,105,165,105,1,1400,true,,,,,,,,,,,,,,,
9,8192,4350,28,6Pattern: Spider Silk Slippers,,,0,2, 0,,15274,1.00,200,40,0,140,197,140,1,2900,,,,,,,,,,,,,,,,
9,8192,15727,53,6Pattern: Heavy Scorpid Vest,,,0,1, 0,,1102,1.00,3000,40,0,265,165,265,1,7900,,,,,,,,,,,,,,,,
9,8192,12697,58,6Plans: Radiant Boots,,,0,4, 0,,15274,1.00,5500,40,0,290,164,290,1,10000,true,,,,,,,,,,,,,,,
9,8192,5543,28,6Plans: Iridescent Hammer,,,0,4, 0,,15274,1.00,450,42,0,140,164,140,1,2800,,,,,,,,,,,,,,,,
9,8192,14494,58,6Pattern: Brightcloth Pants,,,0,2, 0,,15274,1.00,5500,42,0,290,197,290,1,21998,true,,,,,,,,,,,,,,,
9,8192,7362,27,7Pattern: Earthen Leather Shoulders,,,0,1, 0,,1102,1.00,500,43,0,135,165,135,1,2300,,,2000,,,,,,,,,,,,,
9,8192,17724,38,7Pattern: Green Holiday Shirt,,,0,2, 0,,1102,1.00,375,43,0,190,197,190,1,,,,,,,,,,,,,,,,,
9,8192,8389,48,6Pattern: Big Voodoo Pants,,,0,1, 0,,15274,1.00,1250,43,0,240,165,240,1,4800,true,,,,,,,,,,,,,,,
9,8192,20546,62,5Pattern: Runed Stygian Leggings,,,0,2, 0,,6270,1.00,10000,43,0,300,197,300,4,,,,,,,,,,,,,,,,,
9,8192,6734,16,6Plans: Ironforge Chain,,,0,4, 0,,15274,1.00,62,44,0,70,164,70,1,,,,,,,,,,,,,,,,,
9,8192,21287,60,5Codex of Prayer of Healing V,16,60,0,0, 0,16,1143,1.00,100000,44,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,8390,48,6Pattern: Big Voodoo Cloak,,,0,1, 0,,15274,1.00,1250,45,0,240,165,240,1,4900,true,,,,,,,,,,,,,,,
9,8192,21290,60,5Libram: Holy Light IX,2,60,0,0, 0,2,1155,1.00,100000,45,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,2406,15,6Pattern: Fine Leather Boots,,,0,1, 0,,15274,1.00,25,46,0,90,165,90,1,266,true,,,,,,,,,,,,,,,
9,8192,4299,35,6Pattern: Guardian Armor,,,0,1, 0,,1102,1.00,500,46,0,175,165,175,1,1832,,,,,,,,,,,,,,,,
9,8192,12827,57,6Plans: Serenity,,,0,4, 0,,15274,1.00,5000,46,0,285,164,285,1,70000,,17040,,,,,,,,,,,,,,
9,8192,12832,60,5Plans: Darkspear,,,0,4, 0,,1102,1.00,10000,46,0,300,164,300,1,,,9787,,,,,,,,,,,,,,
9,8192,2883,25,6Plans: Deadly Bronze Poniard,,,0,4, 0,,15274,1.00,375,47,0,125,164,125,1,1299,true,,,,,,,,,,,,,,,
9,8192,10322,49,6Pattern: Stormcloth Shoulders,,,0,2, 0,,15274,1.00,1875,47,0,245,197,245,1,,,,,,,,,,,,,,,,,
9,8192,20547,62,5Pattern: Runed Stygian Boots,,,0,2, 0,,6270,1.00,10000,47,0,300,197,300,4,,,,,,,,,,,,,,,,,
9,8192,17706,38,6Plans: Edge of Winter,,,0,4, 0,,15274,1.00,950,48,0,190,164,190,1,,,,,,,,,,,,,,,,,
9,8192,21307,60,5Guide: Aspect of the Hawk VII,4,60,0,0, 0,4,12547,1.00,100000,48,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,22222,72,5Plans: Thick Obsidian Breastplate,,,0,4, 0,,6270,1.00,20000,48,0,300,164,300,5,,,,,,,,,,,,,,,,,
9,8192,8802,1,7Tome of Arcane Intellect,128,1,0,0, 0,128,1103,1.00,2,49,0,,,,,,,,,,,,,,,,,,,,,
9,8192,4347,24,6Pattern: Reinforced Woolen Shoulders,,,0,2, 0,,15274,1.00,150,49,0,120,197,120,1,1644,true,,,,,,,,,,,,,,,
9,8192,11163,34,6Formula: Enchant Bracer - Lesser Deflection,,,0,8, 0,,56741,1.00,750,49,0,170,333,170,1,5800,,,3000,,,,,,,,,,,,,
9,8192,4300,39,6Pattern: Guardian Leather Bracers,,,0,1, 0,,1102,1.00,700,49,0,195,165,195,1,1990,,,,,,,,,,,,,,,,
9,8192,10316,24,6Pattern: Colorful Kilt,,,0,2, 0,,15274,1.00,200,50,0,120,197,120,1,1763,true,,,,,,,,,,,,,,,
9,8192,12261,38,6Plans: Searing Golden Blade,,,0,4, 0,,15274,1.00,950,50,0,190,164,190,1,20000,,,,,,,,,,,,,,,,
9,8192,20555,63,5Plans: Darkrune Helm,,,0,4, 0,,6270,1.00,15000,50,0,300,164,300,4,,,,,,,,,,,,,,,,,
9,8192,17201,10,7Recipe: Egg Nog,,,0,5, 0,,811,1.00,60,52,0,35,185,35,1,,,,,,,,,,,,,,,,,
9,8192,4345,19,6Pattern: Red Woolen Boots,,,0,2, 0,,15274,1.00,100,52,0,95,197,95,1,594,true,,,,,,,,,,,,,,,
9,8192,6391,24,6Pattern: Stylish Green Shirt,,,0,2, 0,,15274,1.00,150,52,0,120,197,120,1,1700,true,,,,,,,,,,,,,,,
9,8192,21306,60,5Guide: Serpent Sting IX,4,60,0,0, 0,4,12547,1.00,100000,52,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,21302,60,5Handbook of Deadly Poison V,8,60,0,0, 0,8,1134,1.00,100000,52,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,21299,60,5Manual of Revenge VI,1,60,0,0, 0,1,3426,1.00,100000,52,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,4293,20,6Pattern: Hillman's Leather Vest,,,0,1, 0,,1102,1.00,162,53,0,100,165,100,1,374,true,,,,,,,,,,,,,,,
9,8192,12689,54,6Plans: Radiant Breastplate,,,0,4, 0,,15274,1.00,3500,53,0,270,164,270,1,7900,true,,,,,,,,,,,,,,,
9,8192,21285,60,5Codex of Renew X,16,60,0,0, 0,16,1143,1.00,100000,54,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,5132,22,7Knowledge: Syndicate Disguise,8,22,0,0, 0,8,6270,1.00,162,55,0,,,,,,,,,,,,,,,,,,,,,
9,8192,10424,31,6Plans: Silvered Bronze Leggings,,,0,4, 0,,15274,1.00,750,55,0,155,164,155,1,3047,,,,,,,,,,,,,,,,
9,8192,7990,49,6Plans: Heavy Mithril Helm,,,0,4, 0,,15274,1.00,2500,55,0,245,164,245,1,5009,true,,,,,,,,,,,,,,,
9,8192,21291,60,5Tablet of Healing Wave X,64,60,0,0, 0,64,33585,1.00,100000,55,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,12817,54,5Plans: Bleakwood Hew,,,0,4, 0,,1102,1.00,4000,56,0,270,164,270,1,,,9787,,,,,,,,,,,,,,
9,8192,6271,12,6Pattern: Red Linen Vest,,,0,2, 0,,15274,1.00,50,57,0,55,197,55,1,399,true,,,,,,,,,,,,,,,
9,8192,1002,26,7Tome of Lesser Invisibility,128,26,0,0, 0,128,1103,1.00,1675,57,0,,,,,,,,,,,,,,,,,,,,,
9,8192,3869,40,6Plans: Shadow Crescent Axe,,,0,4, 0,,15274,1.00,1250,57,0,200,164,200,1,2500,true,,,,,,,,,,,,,,,
9,8192,15765,60,6Pattern: Runic Leather Pants,,,0,1, 0,,15274,1.00,7500,57,0,300,165,300,1,15000,true,,,,,,,,,,,,,,,
9,8192,6475,21,7Pattern: Deviate Scale Gloves,,,0,1, 0,,1102,1.00,375,58,0,105,165,105,1,3712,,,1500,,,,,,,,,,,,,
9,8192,3875,40,5Plans: Golden Scale Boots,,,0,4, 0,,1102,1.00,1250,58,0,200,164,200,1,19900,,,,,,,,,,,,,,,,
9,8192,10300,43,6Pattern: Red Mageweave Vest,,,0,2, 0,,15274,1.00,1250,58,0,215,197,215,1,6064,true,,,,,,,,,,,,,,,
9,8192,11611,55,5Plans: Dark Iron Sunderer,,,0,4, 0,,1102,1.00,3000,58,0,275,164,275,1,30000,,9787,,,,,,,,,,,,,,
9,8192,6342,12,6Formula: Enchant Chest - Minor Mana,,,0,8, 0,,56741,1.00,75,59,0,20,333,20,1,95,true,,300,,,,,,,,,,,,,
9,8192,6270,12,7Pattern: Blue Linen Vest,,,0,2, 0,,1102,1.00,50,59,0,55,197,55,1,1595,,,200,,,,,,,,,,,,,
9,8192,15745,56,6Pattern: Runic Leather Belt,,,0,1, 0,,15274,1.00,5000,59,0,280,165,280,1,14400,true,,,,,,,,,,,,,,,
9,8192,6474,18,7Pattern: Deviate Scale Cloak,,,0,1, 0,,1102,1.00,137,60,0,90,165,90,1,3800,,,550,,,,,,,,,,,,,
9,8192,6347,19,6Formula: Enchant Bracer - Minor Strength,,,0,8, 0,,56741,1.00,100,60,0,80,333,80,1,680,true,,,,,,,,,,,,,,,
9,8192,11081,22,6Formula: Enchant Shield - Lesser Protection,,,0,8, 0,,56741,1.00,200,60,0,115,333,115,1,2000,true,,,,,,,,,,,,,,,
9,8192,12682,50,6Plans: Thorium Armor,,,0,4, 0,,15274,1.00,3000,60,0,250,164,250,1,9700,true,,,,,,,,,,,,,,,
9,8192,21304,60,5Guide: Multi-Shot V,4,60,0,0, 0,4,12547,1.00,100000,60,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,14478,54,6Pattern: Brightcloth Robe,,,0,2, 0,,15274,1.00,3500,61,0,270,197,270,1,11800,true,,,,,,,,,,,,,,,
9,8192,6891,5,7Recipe: Herb Baked Egg,,,0,5, 0,,811,1.00,6,62,0,1,185,1,1,,,,,,,,,,,,,,,,,
9,8192,5578,26,6Plans: Silvered Bronze Breastplate,,,0,4, 0,,15274,1.00,300,63,0,130,164,130,1,1795,,,,,,,,,,,,,,,,
9,8192,7979,32,6Plans: Barbaric Iron Breastplate,,,0,4, 0,,15274,1.00,750,63,0,160,164,160,1,,,,,,,,,,,,,,,,,
9,8192,3872,34,6Plans: Golden Scale Leggings,,,0,4, 0,,15274,1.00,800,63,0,170,164,170,1,2375,,,,,,,,,,,,,,,,
9,8192,9367,41,6Plans: Golden Scale Gauntlets,,,0,4, 0,,15274,1.00,1250,63,0,205,164,205,1,,,,,,,,,,,,,,,,,
9,8192,2598,10,6Pattern: Red Linen Robe,,,0,2, 0,,15274,1.00,30,64,0,40,197,40,1,54,true,,,,,,,,,,,,,,,
9,8192,6344,17,6Formula: Enchant Bracer - Minor Spirit,,,0,8, 0,,56741,1.00,100,64,0,60,333,60,1,700,true,,,,,,,,,,,,,,,
9,8192,4160,38,7Tome of Invisibility,128,38,0,0, 0,128,1103,1.00,4500,64,0,,,,,,,,,,,,,,,,,,,,,
9,8192,3867,34,6Plans: Golden Iron Destroyer,,,0,4, 0,,15274,1.00,950,65,0,170,164,170,1,2400,,,,,,,,,,,,,,,,
9,8192,15743,56,6Pattern: Heavy Scorpid Belt,,,0,1, 0,,1102,1.00,5000,65,0,280,165,280,1,15000,true,,,,,,,,,,,,,,,
9,8192,8028,49,5Plans: Runed Mithril Hammer,,,0,4, 0,,1102,1.00,2500,66,0,245,164,245,1,26500,,,,,,,,,,,,,,,,
9,8192,12837,63,5Plans: Masterwork Stormhammer,,,0,4, 0,,1102,1.00,20000,66,0,300,164,300,1,50000,,17040,,,,,,,,,,,,,,
9,8192,14480,55,6Pattern: Ghostweave Vest,,,0,2, 0,,15274,1.00,4000,67,0,275,197,275,1,39999,,,,,,,,,,,,,,,,
9,8192,7364,29,6Pattern: Heavy Earthen Gloves,,,0,1, 0,,1102,1.00,550,68,0,145,165,145,1,2200,,,,,,,,,,,,,,,,
9,8192,7090,33,6Pattern: Green Silk Armor,,,0,2, 0,,15274,1.00,250,68,0,165,197,165,1,3801,,,,,,,,,,,,,,,,
9,8192,8388,46,6Pattern: Nightscape Cloak,,,0,1, 0,,1102,1.00,1250,68,0,230,165,230,1,,,,,,,,,,,,,,,,,
9,8192,14471,52,6Pattern: Cindercloth Vest,,,0,2, 0,,15274,1.00,3000,68,0,260,197,260,1,21800,,,,,,,,,,,,,,,,
9,8192,14476,54,6Pattern: Cindercloth Gloves,,,0,2, 0,,15274,1.00,3500,68,0,270,197,270,1,18000,,,,,,,,,,,,,,,,
9,8192,20548,62,5Pattern: Runed Stygian Belt,,,0,2, 0,,6270,1.00,10000,68,0,300,197,300,4,,,,,,,,,,,,,,,,,
9,8192,7992,44,6Plans: Blue Glittering Axe,,,0,4, 0,,15274,1.00,2000,69,0,220,164,220,1,4000,,,,,,,,,,,,,,,,
9,8192,9174,58,7Tablet of Frost Shock IV,64,58,0,0, 0,64,5563,1.00,13250,70,0,,,,,,,,,,,,,,,,,,,,,
9,8192,7993,48,6Plans: Dazzling Mithril Rapier,,,0,4, 0,,15274,1.00,2500,72,0,240,164,240,1,4200,true,,,,,,,,,,,,,,,
9,8192,3612,30,6Plans: Green Iron Gauntlets,,,0,4, 0,,15274,1.00,500,73,0,150,164,150,1,3704,,,,,,,,,,,,,,,,
9,8192,6047,38,7Plans: Golden Scale Coif,,,0,4, 0,,1102,1.00,1100,73,0,190,164,190,1,12600,,,4400,,,,,,,,,,,,,
9,8192,14485,55,6Pattern: Wizardweave Leggings,,,0,2, 0,,15274,1.00,4000,73,0,275,197,275,1,50000,,,,,,,,,,,,,,,,
9,8192,7978,32,6Plans: Barbaric Iron Shoulders,,,0,4, 0,,15274,1.00,750,74,0,160,164,160,1,,,,,,,,,,,,,,,,,
9,8192,3871,35,5Plans: Golden Scale Shoulders,,,0,4, 0,,1102,1.00,850,74,0,175,164,175,1,9000,,,,,,,,,,,,,,,,
9,8192,14479,54,6Pattern: Brightcloth Gloves,,,0,2, 0,,15274,1.00,3500,74,0,270,197,270,1,10944,true,,,,,,,,,,,,,,,
9,8192,21298,60,5Manual of Battle Shout VII,1,60,0,0, 0,1,3426,1.00,100000,74,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,6710,18,6Pattern: Moonglow Vest,,,0,1, 0,,1102,1.00,137,75,0,90,165,90,1,7000,,,,,,,,,,,,,,,,
9,8192,3611,29,6Plans: Green Iron Boots,,,0,4, 0,,15274,1.00,500,75,0,145,164,145,1,3200,,,,,,,,,,,,,,,,
9,8192,21300,60,5Handbook of Backstab IX,8,60,0,0, 0,8,1134,1.00,100000,75,0,,,,5,,,,,,,,,,,,,,,,,
9,8192,7288,11,6Pattern: Rugged Leather Pants,,,0,1, 0,,1102,1.00,125,76,0,35,165,35,1,375,true,,,,,,,,,,,,,,,
9,8192,6272,14,7Pattern: Blue Linen Robe,,,0,2, 0,,1102,1.00,75,76,0,70,197,70,1,1474,,,300,,,,,,,,,,,,,
9,8192,7980,35,6Plans: Barbaric Iron Helm,,,0,4, 0,,15274,1.00,850,76,0,175,164,175,1,,,,,,,,,,,,,,,,,
9,8192,7087,36,7Pattern: Crimson Silk Cloak,,,0,2, 0,,1102,1.00,300,76,0,180,197,180,1,5600,,,1200,,,,,,,,,,,,,
