classs,displayid,flags2,id,level,name,reqlevel,slot,subclass,firstseenpatch,cooldown,dmgrange,maxcount,sellprice,popularity,contentPhase,bop,commondrop,dps,slotbak,speed,dmgmax1,dmgmin1,dmgtype1,mledmgmax,mledmgmin,mledps,mlespeed,sheathtype,buyprice,avgbuyout,reqskill,reqskillrank,dura,side,arcsplpwr,int,manargn,splheal,reqclass,classes,frosplpwr,firres,arcres,spi,frores,sta,splpwr,splhitpct,firsplpwr,shares,splcritstrkpct,shasplpwr,natres,agi,rgddmgmax,rgddmgmin,rgddps,rgdspeed,rgdatkpwr,atkpwr,str,mlehitpct,rgdhitpct,mlecritstrkpct,rgdcritstrkpct,armor,def,parrypct,holsplpwr,healthrgn,reqrace,races,natsplpwr,reqfaction,reqrep,splpen,feratkpwr,itemset
2,19535,8192,1820,22,8Wooden Maul,17,17,5, 0,,1.00,,963,15,1,0,true,8.62,17,2.90,30,20,0,30,20,8.62,2.90,1,,900,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19612,8192,2254,12,6Icepane Warhammer,7,17,5, 0,,1.00,,506,16,1,0,,8.48,17,3.30,34,22,0,34,22,8.48,3.30,1,,302,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
2,22133,8192,2525,35,7War Hammer,30,17,5, 0,,1.00,,5297,16,1,0,,22.29,17,3.50,94,62,0,94,62,22.29,3.50,1,26489,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19545,8192,3193,21,6Oak Mallet,16,17,5, 0,,1.00,,2072,18,1,0,true,13.71,17,3.50,58,38,0,58,38,13.71,3.50,1,,2700,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8585,8192,3198,23,6Battering Hammer,18,17,5, 0,,1.00,,2741,18,1,0,true,15.16,17,3.10,57,37,0,57,37,15.16,3.10,1,,3000,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,28548,8192,15259,25,6Hefty Battlehammer,20,17,5, 0,,1.00,,3306,19,1,0,true,16.88,17,3.20,65,43,0,65,43,16.88,3.20,1,,4000,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19611,8192,2058,27,6Kazon's Maul,22,17,5, 0,,1.00,,4197,19,1,0,,18.24,17,3.40,75,49,0,75,49,18.24,3.40,1,,6000,,,80,,,,,,,,,,,,,4,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,
2,19532,8192,3782,35,8Large War Club,30,17,5, 0,,1.00,,3451,20,1,0,true,14.19,17,3.10,53,35,0,53,35,14.19,3.10,1,,1000,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7495,8192,3334,7,7Farmer's Shovel,2,17,5, 0,,1.00,,68,23,1,0,,3.78,17,3.70,17,11,0,17,11,3.78,3.70,1,,2167,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19525,8192,1414,9,8Cracked Sledge,4,17,5, 0,,1.00,,97,24,1,0,true,3.79,17,3.30,15,10,0,15,10,3.79,3.30,1,,90,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6813,8192,4564,13,6Spiked Club,8,17,5, 0,,1.00,,610,24,1,0,,9.03,17,3.10,34,22,0,34,22,9.03,3.10,1,,700,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5137,8192,1679,36,6Korg Bat,31,17,5, 0,,1.00,,9635,25,1,0,,24.68,17,3.10,92,61,0,92,61,24.68,3.10,1,,20000,,,85,,,,,,,,,,,,,5,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,
2,28628,8192,911,25,6Ironwood Treebranch,20,17,5, 0,,1.00,,3324,28,1,0,,16.76,17,3.40,69,45,0,69,45,16.76,3.40,1,,5500,,,75,,,,,,,,,,,,,2,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,
2,19526,8192,4022,50,8Crushing Maul,45,17,5, 0,,1.00,,12059,28,1,0,true,23.18,17,3.30,92,61,0,92,61,23.18,3.30,1,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16146,8192,7956,25,7Bronze Warhammer,20,17,5, 0,,1.00,,1944,37,1,0,,15.16,17,3.10,57,37,0,57,37,15.16,3.10,1,,1000,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,28691,8192,13821,57,8Bulky Maul,52,17,5, 0,,1.00,,17993,41,1,0,true,26.53,17,3.60,115,76,0,115,76,26.53,3.60,1,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,28674,8192,15267,63,6Brutehammer,58,17,5, 0,,1.00,,60203,42,1,0,,48.97,17,3.40,200,133,0,200,133,48.97,3.40,1,,139000,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5232,8192,3208,48,6Conk Hammer,43,17,5, 0,,1.00,,25378,44,1,0,,37.29,17,3.50,157,104,0,157,104,37.29,3.50,1,,30000,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,28311,8192,15264,56,6Backbreaker,51,17,5, 0,,1.00,,41517,44,1,0,true,43.39,17,3.10,162,107,0,162,107,43.39,3.10,1,,80000,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8586,8192,4570,15,6Birchwood Maul,10,17,5, 0,,1.00,,922,46,1,0,,10.00,17,3.30,40,26,0,40,26,10.00,3.30,1,,1082,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23230,8192,12772,54,6Inlaid Thorium Hammer,49,17,5, 0,,1.00,,38871,46,1,0,,41.83,17,3.00,151,100,0,151,100,41.83,3.00,1,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,
2,22121,8192,2493,9,7Wooden Mallet,4,17,5, 0,,1.00,,140,47,1,0,,5.00,17,2.60,16,10,0,16,10,5.00,2.60,1,701,92,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8601,8192,1458,23,6Shadowhide Maul,18,17,5, 0,,1.00,,2623,49,1,0,,15.17,17,3.00,55,36,0,55,36,15.17,3.00,1,,3934,,,70,,,,,,,,,,,,,3,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
2,28524,8192,15261,40,6Sequoia Branch,35,17,5, 0,,1.00,,13530,54,1,0,,28.95,17,3.80,132,88,0,132,88,28.95,3.80,1,,12600,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15468,8192,3852,34,6Golden Iron Destroyer,29,17,5, 0,,1.00,,8360,55,1,0,,22.91,17,2.75,76,50,0,76,50,22.91,2.75,1,,,,,85,,,,,,,,,,,,,4,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,
2,28534,8192,15263,50,6Royal Mallet,45,17,5, 0,,1.00,,28889,56,1,0,,38.70,17,2.70,126,83,0,126,83,38.70,2.70,1,,50000,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,28526,8192,15266,61,6Fierce Mauler,56,17,5, 0,,1.00,,54405,60,1,0,true,47.42,17,3.30,188,125,0,188,125,47.42,3.30,1,,50000,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19538,8192,4777,18,6Ironwood Maul,13,17,5, 0,,1.00,,1408,61,1,0,,11.79,17,2.80,40,26,0,40,26,11.79,2.80,1,7040,99,,,60,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,28499,8192,15265,58,6Painbringer,53,17,5, 0,,1.00,,46823,66,1,0,true,44.82,17,2.80,151,100,0,151,100,44.82,2.80,1,,100000,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,28468,8192,15260,38,6Stone Hammer,33,17,5, 0,,1.00,,11556,67,1,0,true,26.67,17,3.00,96,64,0,96,64,26.67,3.00,1,,11200,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8600,8192,5187,20,7Rhahk'Zor's Hammer,15,17,5, 0,,1.00,,1081,70,1,0,,11.88,17,3.20,46,30,0,46,30,11.88,3.20,1,,990,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7495,8192,1195,6,7Kobold Mining Shovel,3,17,5, 0,,1.00,,47,72,1,0,,2.96,17,2.70,10,6,0,10,6,2.96,2.70,1,,800,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5533,8192,1990,36,6Ballast Maul,31,17,5, 0,,1.00,,10077,72,1,0,true,24.71,17,3.40,101,67,0,101,67,24.71,3.40,1,,9964,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10642,8192,6214,16,7Heavy Copper Maul,11,17,5, 0,,1.00,,595,76,1,0,,9.46,17,2.80,32,21,0,32,21,9.46,2.80,1,,190,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,28540,8192,15262,46,6Greater Maul,41,17,5, 0,,1.00,,21552,77,1,0,true,35.74,17,3.40,146,97,0,146,97,35.74,3.40,1,,28800,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7495,8192,6205,15,6Burrowing Shovel,10,17,5, 0,,1.00,,922,97,1,0,,10.00,17,2.30,28,18,0,28,18,10.00,2.30,1,,900,,,55,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
2,6808,8192,4778,19,6Heavy Spiked Mace,14,17,5, 0,,1.00,,1470,122,1,0,,12.50,17,3.40,51,34,0,51,34,12.50,3.40,1,7350,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
2,8590,8192,1976,29,5Slaghammer,24,17,5, 0,,1.00,,6340,124,1,0,,23.75,17,2.80,80,53,0,80,53,23.75,2.80,1,,10000,,,100,,,,,,,,,,,,,10,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,
2,18269,8192,1991,34,6Goblin Power Shovel,29,17,5, 0,,1.00,,8357,144,1,0,,22.88,17,3.30,91,60,0,91,60,22.88,3.30,1,,15000,,,85,,,,,,,,,,,,,,,,,,,,,10,,,,,,,6,,,,,,,,,,,,,,,,,
2,19647,8192,3851,31,6Solid Iron Maul,26,17,5, 0,,1.00,,6258,162,1,0,,21.14,17,3.50,89,59,0,89,59,21.14,3.50,1,,20000,,,85,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,28809,8192,12983,21,5Rakzur Club,16,17,5, 0,,1.00,,2362,232,1,0,,18.27,17,2.60,57,38,0,57,38,18.27,2.60,1,,19800,,,75,,,,,,,,,,,5,,8,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
2,5228,8192,3203,28,5Dense Triangle Mace,23,17,5, 0,,1.00,,5436,241,1,0,,22.92,17,2.40,66,44,0,66,44,22.92,2.40,1,,14999,,,95,,,,,,,,,,,,,10,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,
2,23240,8192,12776,56,5Enchanted Battlehammer,51,17,5, 0,,1.00,,48124,245,1,0,,48.08,17,2.60,150,100,0,150,100,48.08,2.60,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1,,,,,,,,,,
2,19622,8192,3194,21,5Black Malice,16,17,5, 0,,1.00,,2495,295,1,0,,18.33,17,3.30,73,48,0,73,48,18.33,3.30,1,,35000,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,28673,8192,12528,52,5The Judge's Gavel,47,17,5, 0,,1.00,,37833,303,1,0,,45.00,17,3.40,184,122,0,184,122,45.00,3.40,1,,121000,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18269,8192,9391,37,5The Shoveler,32,17,5, 0,,1.00,,12831,309,1,0,,32.50,17,3.40,133,88,0,133,88,32.50,3.40,1,,22222,,,100,,,,,,1,1,,,,,,15,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,
2,33143,8192,20696,63,5Crystal Spiked Maul,58,17,5, 0,,1.00,,70171,338,4,0,,53.85,17,3.90,252,168,0,252,168,53.85,3.90,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,2,2,,,,,,,,,,,,,
2,19617,8192,10626,50,5Ragehammer,45,17,5, 0,,1.00,,36732,342,1,0,,43.38,17,3.70,193,128,0,193,128,43.38,3.70,1,,154999,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15467,8192,1722,42,5Thornstone Sledgehammer,37,17,5, 0,,1.00,,19407,361,1,0,,37.19,17,3.20,143,95,0,143,95,37.19,3.20,1,,60000,,,100,,,,,,,,,,,,,,,,,,,,10,,,,,,,,20,,,,,,,,,,,,,,,,,
2,18324,8192,9423,45,5The Jackhammer,40,17,5, 0,,1.00,,25463,374,1,0,,39.60,17,2.50,119,79,0,119,79,39.60,2.50,1,,50000,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,25627,8192,13045,35,5Viscous Hammer,30,17,5, 0,,1.00,,10809,412,1,0,,30.17,17,2.90,105,70,0,105,70,30.17,2.90,1,,51618,,,100,,,,,,,,,,,,,6,,,,,,,,,,,,,,34,3,,,,,,,,,,,,,,,,,
2,11271,8192,6327,37,5The Pacifier,32,17,5, 0,,1.00,,12823,447,1,0,,32.50,17,4.00,156,104,0,156,104,32.50,4.00,1,,60000,,,100,,,,,,,,,,,,,7,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,
2,28677,8192,13046,50,5Blanchard's Stout,45,17,5, 0,,1.00,,35042,464,1,0,,43.39,17,3.10,162,107,0,162,107,43.39,3.10,1,,150000,,,100,,,,,,,,,5,,,,15,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,
2,15466,8192,7730,34,5Cobalt Crusher,29,17,5, 0,,1.00,,10146,518,1,0,,28.91,17,3.20,111,74,0,111,74,28.91,3.20,1,,45000,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,25046,8192,11608,55,5Dark Iron Pulverizer,50,17,5, 0,,1.00,,45760,580,1,0,,47.43,17,3.70,211,140,0,211,140,47.43,3.70,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,25626,8192,13047,58,5Twig of the World Tree,53,17,5, 0,,1.00,,56588,702,1,0,,49.73,17,3.70,221,147,0,221,147,49.73,3.70,1,,250000,,,100,,,,,,,,,,,12,,21,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,
2,25047,8192,12796,63,5Hammer of the Titans,58,17,5, 0,,1.00,,70912,834,1,0,,53.82,17,3.80,246,163,0,246,163,53.82,3.80,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,
2,19664,8192,2915,52,4Taran Icebreaker,47,17,5, 0,,1.00,,55289,1323,1,0,,49.57,17,2.30,137,91,0,137,91,49.57,2.30,1,,259799,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,29699,8192,17193,67,4Sulfuron Hammer,60,17,5, 0,,1.00,,122311,4108,1,0,,63.65,17,3.70,295,176,0,295,176,63.65,3.70,1,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19544,8192,5579,5,7Militia Warhammer,2,17,5, 0,,1.00,,32,4,1},1,,2.59,17,2.90,9,6,0,9,6,2.59,2.90,1,,,,,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8602,8192,5345,14,6Stonewood Hammer,9,17,5, 0,,1.00,,705,4,1,1,,9.53,17,3.20,37,24,0,37,24,9.53,3.20,1,,,,,50,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19544,8192,5761,5,7Anvilmar Sledge,1,17,5, 0,,1.00,,30,5,1,1,,2.58,17,3.10,10,6,0,10,6,2.58,3.10,1,,,,,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6806,8192,3440,13,6Bonecracker,7,17,5, 0,,1.00,,640,8,1,1,,9.06,17,3.20,35,23,0,35,23,9.06,3.20,1,,,,,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
2,18531,8192,9604,30,6Mechanic's Pipehammer,25,17,5, 0,,1.00,,5632,12,1,1,,20.36,17,2.80,69,45,0,69,45,20.36,2.80,1,,,,,85,1,,3,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8298,8192,5595,11,7Thicket Hammer,1,17,5, 0,,1.00,,235,17,1,1,,6.45,17,3.10,24,16,0,24,16,6.45,3.10,1,,,,,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,28629,8192,11265,42,6Cragwood Maul,37,17,5, 0,,1.00,,16484,23,1,1,,31.25,17,2.80,105,70,0,105,70,31.25,2.80,1,,,,,85,2,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5233,8192,9678,43,6Tok'kar's Murloc Basher,35,17,5, 0,,1.00,,17485,24,1,1,,32.32,17,2.80,109,72,0,109,72,32.32,2.80,1,,,,,85,2,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19544,8192,4964,12,6Goblin Smasher,5,17,5, 0,,1.00,,503,28,1,1,,8.23,17,3.10,31,20,0,31,20,8.23,3.10,1,,,,,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,32,32,,,,,,
2,8588,8192,3103,12,6Coldridge Hammer,6,17,5, 0,,1.00,,466,30,1,1,,8.33,17,2.70,27,18,0,27,18,8.33,2.70,1,,,,,50,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
2,36079,8192,23465,78,4High Warlord's Destroyer,60,17,5, 0,,1.00,,57089,35,6,1,,77.37,17,3.80,353,235,0,353,235,77.37,3.80,1,,,,,120,,,27,7,,,,,,,,,28,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,36065,8192,23455,78,4Grand Marshal's Demolisher,60,17,5, 0,,1.00,,57053,46,6,1,,77.37,17,3.80,353,235,0,353,235,77.37,3.80,1,,,,,120,,,27,7,,,,,,,,,28,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,28096,8192,15464,28,6Brute Hammer,24,17,5, 0,,1.00,,4504,50,1,1,,19.09,17,3.30,76,50,0,76,50,19.09,3.30,1,,,,,80,2,,,,,,,,,,,,8,,,,,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,
2,34474,8192,21806,71,5Gavel of Qiraji Authority,60,17,5, 0,,1.00,,103686,66,5,1,,61.36,17,2.20,162,108,0,162,108,61.36,2.20,1,,,,,100,,,16,6,,,,,,,,,15,19,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,
2,32782,8192,19918,65,4Jeklik's Crusher,60,17,5, 0,,1.00,,111003,69,4,1,,56.53,17,3.60,247.99998779296873863,159.0000045776367017,0,247.99998779296873863,159.0000045776367017,56.53,3.60,1,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34331,8192,21703,73,4Hammer of Ji'zhi,60,17,5, 0,,1.00,,162298,69,5,1,,70.71,17,3.50,297,198,0,297,198,70.71,3.50,1,,,,,120,,,22,,,,,,,,,,26,30,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,
2,5530,8192,1264,26,6Headbasher,22,17,5, 0,,1.00,,3671,76,1,1,,17.61,17,2.30,49,32,0,49,32,17.61,2.30,1,,,,,80,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,
2,2440,8192,22333,62,5Hammer of Divine Might,57,17,5, 0,,1.00,,65383,87,5,1,,53.10,17,2.10,134,89,0,134,89,53.10,2.10,1,,,,,100,,,15,,,,,,,,,,13,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19611,8192,5322,26,6Demolition Hammer,17,17,5, 0,,1.00,,4016,89,1,1,,17.61,17,2.30,49,32,0,49,32,17.61,2.30,1,,,,,80,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,
2,19646,8192,6093,27,6Orc Crusher,18,17,5, 0,,1.00,,4418,94,1,1,,18.19,17,3.60,79,52,0,79,52,18.19,3.60,1,,,,,80,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,
2,25148,8192,14531,59,5Frightskull Shaft,54,17,5, 0,,1.00,,59891,94,1,1,,50.44,17,3.40,206,137,0,206,137,50.44,3.40,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,31954,8192,18867,78,4Grand Marshal's Battle Hammer,60,17,5, 0,,1.00,,62542,102,2,1,,77.37,17,3.80,353,235,0,353,235,77.37,3.80,1,,,,,120,,,,,,,,,,,,,41,,,,,,,,,,,,,,,26,,,1,1,,,,,,,,,,,,,
2,3151,8192,4548,41,6Servomechanic Sledgehammer,,17,5, 0,,1.00,,15028,112,1,1,,30.23,17,2.20,80,53,0,80,53,30.23,2.20,1,,,202,100,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,33533,8192,21188,66,4Fist of Cenarius,60,17,5, 0,,1.00,,111220,135,5,1,,62.57,17,3.50,263,175,0,263,175,62.57,3.50,1,,,,,120,,,,,,,,,,,,,,40,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5233,8192,18481,60,6Skullcracking Mace,55,17,5, 0,,1.00,,51451,144,1.5,1,,46.56,17,3.20,179,119,0,179,119,46.56,3.20,1,,,,,85,,,,,,,,,,,,,,,,,,,,,10,,,,,,,22,,,,,,,,,,,,,,,,,
2,36518,8192,22809,83,4Maul of the Redeemed Crusader,60,17,5, 0,,1.00,,260674,170,6,1,,84.86,17,3.60,367,244,0,367,244,84.86,3.60,1,,,,,120,,,24,8,,,,,,,,,29,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18269,8192,4128,41,6Silver Spade,30,17,5, 0,,1.00,,14587,171,1,1,,30.14,17,3.70,134,89,0,134,89,30.14,3.70,1,,,,,85,,,,,,,,,,,15,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19596,8192,4983,42,6Rock Pulverizer,30,17,5, 0,,1.00,,16837,178,1,1,,31.22,17,3.70,139,92,0,139,92,31.22,3.70,1,,,,,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,
2,23557,8192,12969,63,5Seeping Willow,58,17,5, 0,,1.00,,70884,186,1,1,,53.89,17,3.60,233,155,0,233,155,53.89,3.60,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,31750,8192,18868,78,4High Warlord's Pulverizer,60,17,5, 0,,1.00,,62763,191,2,1,,77.37,17,3.80,353,235,0,353,235,77.37,3.80,1,,,,,120,,,,,,,,,,,,,41,,,,,,,,,,,,,,,26,,,1,1,,,,,,,,,,,,,
2,31878,8192,19357,75,4Herald of Woe,60,17,5, 0,,1.00,,166093,199,3,1,,73.38,17,3.40,300,199,0,300,199,73.38,3.40,1,,,,,120,,,20,,,,,,,,17,,22,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,
2,34556,8192,22208,58,5Lavastone Hammer,53,17,5, 0,,1.00,,57079,244,5,1,,49.71,17,3.40,203,135,0,203,135,49.71,3.40,1,,,,,100,,,12,,,,,,,,,,14,20,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,
2,9057,8192,5815,31,6Glacial Stone,18,17,5, 0,,1.00,,5871,262,1,1,,20.97,17,3.60,91,60,0,91,60,20.97,3.60,1,,,,,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21793,8192,11803,56,5Force of Magma,51,17,5, 0,,1.00,,50177,284,1,1,,48.13,17,3.20,185,123,0,185,123,48.13,3.20,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,
2,25629,8192,13393,61,5Malown's Slam,56,17,5, 0,,1.00,,62380,367,1,1,,52.11,17,3.80,238,158,0,238,158,52.11,3.80,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,31877,8192,19358,70,4Draconic Maul,60,17,5, 0,,1.00,,130638,367,3,1,,67.00,17,3.50,282,187,0,282,187,67.00,3.50,1,,,,,120,,,,,,,,,,,,,19,,,,,,,,,,,,,,,27,,,2,2,,,,,,,,,,,,,
2,23239,8192,18717,63,5Hammer of the Grand Crusader,58,17,5, 0,,1.00,,68818,407,1,1,,53.89,17,2.70,175,116,0,175,116,53.89,2.70,1,,,,,100,,,26,,22,,,,,,9,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,27412,8192,15418,63,5Shimmering Platinum Warhammer,52,17,5, 0,,1.00,,73597,492,1,1,,53.87,17,3.10,192,142,0,192,142,53.87,3.10,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,35010,8192,22348,65,5Doomulus Prime,60,17,5, 0,,1.00,,76507,540,5,1,,55.66,17,3.80,265,158,0,265,158,55.66,3.80,1,,,,,100,,,,,,,,,,,,,22,,,,,,,,,,,,,,,22,1,1,,,,,,,,,,,,,,,
2,35239,8192,22798,89,4Might of Menethil,60,17,5, 0,,1.00,,326465,850,6,1,,95.26,17,3.80,435,289,0,435,289,95.26,3.80,1,,,,,120,,,,,,,,,,,,,46,,,,,,,,,,,,,,,20,,,2,2,,,,,,,,,,,,,
2,21252,8192,7723,44,5Mograine's Might,39,17,5, 0,,1.00,,22567,866,1,1,,38.93,17,2.80,131,87,0,131,87,38.93,2.80,1,,,,,100,,,,,,,,,,,16,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,25180,8192,13167,60,5Fist of Omokk,55,17,5, 0,,1.00,,59410,947,1,1,,51.36,17,3.30,204,135,0,204,135,51.36,3.30,1,,,,,100,,,,,,,,,,,,,12,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,
2,31265,8192,18803,70,4Finkle's Lava Dredger,60,17,5, 0,,1.00,,135594,947,1,1,,67.07,17,2.90,234,155,0,234,155,67.07,2.90,1,,,,,120,,,24,9,,,,,15,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
