armor,classs,displayid,flags2,id,level,name,reqlevel,slot,slotbak,subclass,firstseenpatch,avgbuyout,dmgrange,dura,sellprice,popularity,contentPhase,bop,sta,str,itemset,commondrop,agi,int,spi,buyprice,def,frores,reqclass,classes,manargn,arcres,firres,natres,shares,maxcount,splheal,side,parrypct,splpwr,mlecritstrkpct,rgdcritstrkpct,mlehitpct,rgdhitpct,atkpwr,rgdatkpwr,arcsplpwr,splcritstrkpct,splpen,splhitpct,shasplpwr,dodgepct,reqfaction,reqrep,blockamount,blockpct,natsplpwr,healthrgn,cooldown,reqskill,reqskillrank,frosplpwr,firsplpwr,reqspell,speed,c,c2,n,t,ti,sourcemore,icon,s,sheathtype,dmg,q,holsplpwr,z
315,4,26335,8192,10381,59,6Commander's Girdle,54,6,6,4, 0,28888,1.00,40,8094,32,1,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,4,27429,8192,10130,50,6Revenant Girdle,45,6,6,4, 0,10005,1.00,40,4706,35,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,4,28395,8192,8088,50,7Platemail Belt,45,6,6,4, 0,,1.00,40,2667,37,1,0,,,,,,,,13335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,4,27375,8192,8277,46,6Valorous Girdle,41,6,6,4, 0,7500,1.00,40,3625,38,1,0,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,4,26856,8192,14968,55,6Glorious Belt,50,6,6,4, 0,8599,1.00,40,6502,49,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,4,26340,8192,10387,61,6Hyperion Girdle,56,6,6,4, 0,30000,1.00,40,8475,51,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,4,28356,8192,13145,40,5Enormous Ogre Belt,40,6,6,4, 0,30000,1.00,45,2704,102,1,0,5,12,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,4,31565,8192,19051,58,5Girdle of the Dawn,53,6,6,4, 0,,1.00,45,9365,131,3,0,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,4,28364,8192,13077,57,5Girdle of Uther,52,6,6,4, 0,40000,1.00,45,8226,148,1,0,10,9,,,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,4,22550,8192,12406,50,6Thorium Belt,45,6,6,4, 0,10000,1.00,40,4636,150,1,0,,,,,,,,,,6,,,,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,4,31353,8192,16858,66,4Lawbringer Belt,60,6,6,4, 0,,1.00,55,17119,187,1,0,15,13,208,,,20,8,,,,2,2,,,7,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,4,24514,8192,12424,53,6Imperial Plate Belt,47,6,6,4, 0,99900,1.00,40,5533,453,1,0,11,12,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,4,29966,8192,16723,58,5Lightforge Belt,53,6,6,4, 0,33300,1.00,45,8625,494,1,0,9,10,188,,,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,4,29959,8192,16736,58,5Belt of Valor,53,6,6,4, 0,118000,1.00,45,9295,553,1,0,8,14,189,,7,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,4,31019,8192,16864,66,4Belt of Might,60,6,6,4, 0,,1.00,55,17981,636,1,0,15,21,209,,,,,,5,,1,1,,,7,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
353,4,31143,8192,18702,60,5Belt of the Ordained,55,6,6,4, 0,1759999,1.00,45,9695,1325,1,0,9,,,,,8,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,4,27272,8192,16511,60,5Legionnaire's Plate Cinch,55,6,6,4, 0,,1.00,45,5142,4,2},1,8,19,,,6,,6,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,4,27226,8192,16407,60,5Knight-Captain's Plate Girdle,55,6,6,4, 0,,1.00,45,4809,4,2,1,8,19,,,6,,6,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,4,30372,8192,16547,65,4General's Plate Girdle,60,6,6,4, 0,,1.00,55,8624,4,2,1,15,25,,,12,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,4,30322,8192,16470,65,4Marshal's Lamellar Belt,60,6,6,4, 0,,1.00,55,8497,4,2,1,16,8,,,8,16,16,,,,2,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,4,32644,8192,20180,43,5Defiler's Lamellar Girdle,40,6,6,4, 0,,1.00,45,3448,5,1,1,6,12,,,,6,,,,,2,2,,,,,,1,,,,,,,,,,,,,,,,,510,5,,,,,,,,,,,,,,,,,,,,,,,,
313,4,32644,8192,20124,53,5Highlander's Plate Girdle,48,6,6,4, 0,,1.00,45,7075,5,4,1,8,10,,,,,,,,,3,3,,,,,,1,,,,,1,1,,,,,,,,,,,509,5,,,,,,,,,,,,,,,,,,,,,,,,
313,4,32644,8192,20106,53,5Highlander's Lamellar Girdle,48,6,6,4, 0,,1.00,45,6946,5,4,1,4,11,,,,8,,,,,2,2,,,,,,1,,,,,1,1,,,,,,,,,,,509,5,,,,,,,,,,,,,,,,,,,,,,,,
236,4,32644,8192,20107,43,5Highlander's Lamellar Girdle,40,6,6,4, 0,,1.00,45,3201,6,4,1,6,12,,,,6,,,,,2,2,,,,,,1,,,,,,,,,,,,,,,,,509,5,,,,,,,,,,,,,,,,,,,,,,,,
494,4,33905,8192,21503,71,5Belt of the Sand Reaver,60,6,6,4, 0,,1.00,45,16334,6,5,1,18,17,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,4,32644,8192,20125,43,5Highlander's Plate Girdle,40,6,6,4, 0,,1.00,45,3176,7,4,1,6,15,,,,,,,,,3,3,,,,,,1,,,,,,,,,,,,,,,,,509,5,,,,,,,,,,,,,,,,,,,,,,,,
313,4,32644,8192,20179,53,5Defiler's Lamellar Girdle,48,6,6,4, 0,,1.00,45,6948,7,1,1,4,11,,,,8,,,,,2,2,,,,,,1,,,,,1,1,,,,,,,,,,,510,5,,,,,,,,,,,,,,,,,,,,,,,,
353,4,31597,8192,19091,60,5Stormpike Plate Girdle,55,6,6,4, 0,,1.00,45,9488,7,3,1,8,18,,,7,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,4,30322,8192,16482,65,4Marshal's Plate Girdle,60,6,6,4, 0,,1.00,55,8247,7,2,1,15,25,,,12,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,4,27226,8192,16411,60,5Knight-Captain's Lamellar Cinch,55,6,6,4, 0,,1.00,45,5013,8,2,1,15,9,,,,10,9,,,,2,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,4,32644,8192,20042,63,5Highlander's Lamellar Girdle,58,6,6,4, 0,,1.00,45,11394,8,4,1,6,15,468,,,10,,,,,2,2,,,,,,1,,,,,1,1,,,,,,,,,,,509,5,,,,,,,,,,,,,,,,,,,,,,,,
391,4,32264,8192,19826,61,4Zandalar Freethinker's Belt,58,6,6,4, 0,,1.00,55,,9,4,1,16,16,475,,10,12,,,,,2,2,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,4,31598,8192,19087,60,5Frostwolf Plate Belt,55,6,6,4, 0,,1.00,45,10176,10,3,1,8,18,,,7,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,4,32644,8192,20177,63,5Defiler's Lamellar Girdle,58,6,6,4, 0,,1.00,45,11783,10,1,1,6,15,,,,10,,,,,2,2,,,,,,1,,,,,1,1,,,,,,,,,,,510,5,,,,,,,,,,,,,,,,,,,,,,,,
536,4,36430,8192,23666,85,4Belt of the Grand Crusader,60,6,6,4, 0,,1.00,55,43647,11,6,1,18,18,,,,18,,,,,2,2,7,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,4,34320,8192,21692,75,4Triad Girdle,60,6,6,4, 0,,1.00,55,26784,13,5,1,17,26,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,4,32644,8192,20204,63,5Defiler's Plate Girdle,58,6,6,4, 0,,1.00,45,11229,14,4,1,10,17,487,,,,,,,,1,1,,,,,,1,,,,,1,1,,,,,,,,,,,510,5,,,,,,,,,,,,,,,,,,,,,,,,
369,4,32644,8192,20041,63,5Highlander's Plate Girdle,58,6,6,4, 0,,1.00,45,11352,16,4,1,10,17,467,,,,,,,,3,3,,,,,,1,,,,,1,1,,,,,,,,,,,509,5,,,,,,,,,,,,,,,,,,,,,,,,
236,4,32644,8192,20206,43,5Defiler's Plate Girdle,40,6,6,4, 0,,1.00,45,3275,19,4,1,6,15,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,510,5,,,,,,,,,,,,,,,,,,,,,,,,
313,4,32644,8192,20205,53,5Defiler's Plate Girdle,48,6,6,4, 0,,1.00,45,6599,20,4,1,8,10,,,,,,,,,1,1,,,,,,1,,,,,1,1,,,,,,,,,,,510,5,,,,,,,,,,,,,,,,,,,,,,,,
512,4,34202,8192,21606,81,4Belt of the Fallen Emperor,60,6,6,4, 0,,1.00,55,37819,21,5,1,17,17,,,13,18,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,4,32416,8192,19823,61,4Zandalar Vindicator's Belt,58,6,6,4, 0,,1.00,55,,24,4,1,10,25,474,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,4,32718,8192,20213,70,5Belt of Shrunken Heads,,6,6,4, 0,,1.00,45,16337,26,4,1,11,23,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,4,31924,8192,19392,77,4Girdle of the Fallen Crusader,60,6,6,4, 0,,1.00,55,31776,28,3,1,15,20,,,10,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,4,35614,8192,22431,88,4Redemption Girdle,60,6,6,4, 0,,1.00,55,52055,31,6,1,19,,528,,,29,,,,,,,5,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,4,19996,8192,10788,52,6Atal'ai Girdle,47,6,6,4, 0,,1.00,40,5338,32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,4,34191,8192,21598,81,4Royal Qiraji Belt,60,6,6,4, 0,,1.00,55,35753,45,5,1,22,13,,,13,,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,4,30894,8192,18547,71,4Unmelting Ice Girdle,60,6,6,4, 0,,1.00,55,23619,60,2,1,14,14,,,14,,,,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,4,26437,8192,15709,58,6Gearforge Girdle,48,6,6,4, 0,,1.00,40,7270,64,1,1,5,16,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,4,35058,8192,22422,88,4Dreadnaught Waistguard,60,6,6,4, 0,,1.00,55,50334,81,6,1,26,20,523,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,,,,,,,,,,,,,,,,,,,,,,
380,4,34520,8192,22086,65,5Soulforge Belt,,6,6,4, 0,,1.00,45,12431,82,5,1,11,10,516,,,11,,,,,,,4,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,4,30535,8192,23219,85,4Girdle of the Mentor,60,6,6,4, 0,,1.00,55,44473,91,6,1,21,21,,,20,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,4,24071,8192,13384,58,5Rainbow Girdle,53,6,6,4, 0,,1.00,45,8988,96,1,1,10,10,,,9,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,4,33990,8192,16960,76,4Waistband of Wrath,60,6,6,4, 0,,1.00,55,29614,100,3,1,20,20,218,,,,,,7,,1,1,,,,,10,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
302,4,28640,8192,10798,51,5Atal'alarion's Tusk Ring,46,6,6,4, 0,,1.00,45,6263,114,1,1,8,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,4,28686,8192,11703,55,5Stonewall Girdle,50,6,6,4, 0,,1.00,45,7378,119,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,4,33633,8192,16952,76,4Judgement Belt,60,6,6,4, 0,,1.00,55,27996,129,3,1,14,8,217,,,20,6,,,,2,2,,,,,10,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,4,34610,8192,21994,65,5Belt of Heroism,,6,6,4, 0,,1.00,45,12476,250,5,1,12,15,511,,9,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,4,28224,8192,12115,56,6Stalwart Clutch,48,6,6,4, 0,,1.00,40,7012,285,1,1,12,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,4,30865,8192,18529,61,5Elemental Plate Girdle,56,6,6,4, 0,,1.00,45,9963,465,1.5,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,4,24164,8192,13502,63,5Handcrafted Mastersmith Girdle,58,6,6,4, 0,,1.00,45,11987,476,1,1,10,11,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,4,25225,8192,14620,61,5Deathbone Girdle,56,6,6,4, 0,,1.00,45,10135,1247,1,1,15,,124,,,,,,9,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,4,23628,8192,13142,63,5Brigam Girdle,58,6,6,4, 0,,1.00,45,11642,1381,1,1,16,15,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,4,31654,8192,19137,78,4Onslaught Girdle,60,6,6,4, 0,,1.00,55,31469,1564,1,1,11,31,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,4,30535,8192,13959,60,5Omokk's Girth Restrainer,55,6,6,4, 0,,1.00,45,9542,2528,1,1,9,15,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,4,22678,8192,6509,10,7Infantry Belt,5,6,6,3, 0,30,1.00,20,44,4},,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,4,22692,8192,4678,14,7Veteran Girdle,9,6,6,3, 0,100,1.00,20,108,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,4,27777,8192,9840,31,6Banded Girdle,26,6,6,3, 0,5247,1.00,35,1432,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,4,6964,8192,4000,44,8Overlinked Chain Belt,39,6,6,3, 0,,1.00,35,1797,4,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,4,27127,8192,15619,48,6Gryphon Mail Belt,43,6,6,3, 0,8834,1.00,35,5987,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,4,6946,8192,3992,52,8Laminated Scale Belt,47,6,6,3, 0,,1.00,35,3082,4,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,4,6958,8192,4008,63,8Sterling Chain Belt,58,6,6,3, 0,,1.00,35,5494,4,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,4,26937,8192,15472,9,7Charger's Belt,4,6,6,3, 0,,1.00,20,33,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,4,26947,8192,4681,14,7Brackwater Girdle,9,6,6,3, 0,100,1.00,20,109,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,4,27045,8192,15539,30,6Wicked Chain Waistband,25,6,6,3, 0,3000,1.00,35,1282,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,4,27110,8192,15575,36,6Sparkleshell Belt,31,6,6,3, 0,4000,1.00,35,2300,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,4,27117,8192,15606,41,6Ancient Belt,36,6,6,3, 0,12500,1.00,35,3585,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,4,26180,8192,9961,47,6Warmonger's Belt,42,6,6,3, 0,10000,1.00,35,5644,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,4,26158,8192,10197,52,6Crusader's Belt,47,6,6,3, 0,26700,1.00,35,7623,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,4,6981,8192,2546,11,7Royal Frostmane Girdle,6,6,6,3, 0,,1.00,20,55,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,4,27057,8192,15571,35,6Marauder's Belt,30,6,6,3, 0,19500,1.00,35,2218,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,4,25928,8192,9931,43,6Brigade Girdle,38,6,6,3, 0,12909,1.00,35,4303,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,4,27285,8192,15654,54,6Merciless Belt,49,6,6,3, 0,200000,1.00,35,8569,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,4,27295,8192,15663,56,6Impenetrable Belt,51,6,6,3, 0,16500,1.00,35,10226,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,4,27313,8192,15673,58,6Magnificent Belt,53,6,6,3, 0,18800,1.00,35,11075,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,4,27137,8192,20670,65,6Abyssal Mail Clutch,60,6,6,3, 0,,1.00,35,15125,6,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,4,6902,8192,2649,2,8Flimsy Chain Belt,1,6,6,3, 0,3,1.00,16,1,7,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,4,6902,8192,2635,8,8Loose Chain Belt,3,6,6,3, 0,15,1.00,20,16,7,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4,25757,8192,6548,16,6Soldier's Girdle,11,6,6,3, 0,1095,1.00,25,233,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4,6864,8192,1845,17,7Chainmail Belt,12,6,6,3, 0,,1.00,25,175,7,,0,,,,,,,,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4,25775,8192,9788,18,6Raider's Belt,13,6,6,3, 0,1060,1.00,25,312,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4,25767,8192,4697,20,6Burnished Girdle,15,6,6,3, 0,2100,1.00,30,435,7,,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4,25762,8192,6576,22,6Defender Girdle,17,6,6,3, 0,2000,1.00,30,572,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,4,27068,8192,15554,33,6Pillager's Girdle,28,6,6,3, 0,4399,1.00,35,1853,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,4,26108,8192,8129,49,6Myrmidon's Girdle,44,6,6,3, 0,10000,1.00,35,6253,7,,0,10,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,4,26930,8192,4669,10,7Battle Chain Girdle,5,6,6,3, 0,200,1.00,20,41,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,4,27079,8192,15528,26,6Sentry's Sash,21,6,6,3, 0,2100,1.00,35,930,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,4,10532,8192,6200,29,6Garneg's War Belt,24,6,6,3, 0,4999,1.00,35,1223,8,,0,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,4,25866,8192,7462,37,6Knight's Girdle,32,6,6,3, 0,4500,1.00,35,2682,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,4,27206,8192,15636,49,6Formidable Belt,44,6,6,3, 0,17000,1.00,35,6333,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,4,26312,8192,8306,59,6Hero's Belt,54,6,6,3, 0,20000,1.00,35,11787,8,,0,13,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4,6902,8192,2380,5,7Tarnished Chain Belt,1,6,6,3, 0,,1.00,18,7,9,,0,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,4,26953,8192,15480,13,7War Torn Girdle,8,6,6,3, 0,800,1.00,20,84,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4,27127,8192,15497,19,6Outrunner's Cord,14,6,6,3, 0,1129,1.00,30,387,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4,10410,8192,1853,22,7Scalemail Belt,17,6,6,3, 0,,1.00,30,338,9,,0,,,,,,,,1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,4,27016,8192,15549,31,6Thick Scale Belt,26,6,6,3, 0,3500,1.00,35,1504,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,4,26037,8192,7422,32,6Phalanx Girdle,27,6,6,3, 0,3500,1.00,35,1622,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,4,6902,8192,3808,34,8Double Mail Belt,29,6,6,3, 0,,1.00,35,770,9,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,4,25784,8192,9869,35,6Renegade Belt,30,6,6,3, 0,5500,1.00,35,2225,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4,6902,8192,2387,5,7Rusted Chain Belt,1,6,6,3, 0,,1.00,18,7,10,,0,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4,6847,8192,832,15,6Silver Defias Belt,10,6,6,3, 0,1900,1.00,25,203,10,,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,4,27323,8192,15613,42,6Bonelink Belt,37,6,6,3, 0,8900,1.00,35,3688,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,4,6902,8192,2399,10,7Light Chain Belt,5,6,6,3, 0,,1.00,20,43,11,,0,,,,,,,,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,4,22683,8192,9758,12,7Cadet Belt,7,6,6,3, 0,209,1.00,20,72,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4,26969,8192,15510,20,6Grunt's Belt,15,6,6,3, 0,1001,1.00,30,423,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,4,25795,8192,6594,28,6Battleforge Girdle,23,6,6,3, 0,4999,1.00,35,1120,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
